"Species","col_2b","col_16S","Group","Color"
"Suttonella",0,9.80184e-05,"s17_11","16S only"
"Synechococcus_C",0,0.000212373,"s17_11","16S only"
"SZUA-217",0,9.80184e-05,"s17_11","16S only"
"SZUA-442",0,0.000343064,"s17_11","16S only"
"Tannerella",0.01079767,0.000506428,"s17_11","shared"
"Tenacibaculum",0,4.90092e-05,"s17_11","16S only"
"Tepidibacter_A",0,4.90092e-05,"s17_11","16S only"
"Thermosipho_A",0,9.80184e-05,"s17_11","16S only"
"Thermovirga",0,0.0001797,"s17_11","16S only"
"TM7x",0.000334786,0.000245046,"s17_11","shared"
"Treponema",0.001273558,4.90092e-05,"s17_11","shared"
"Treponema_B",0.001820149,4.90092e-05,"s17_11","shared"
"Treponema_C",0.001477132,0.000114355,"s17_11","shared"
"Treponema_D",0.000577977,0.000130691,"s17_11","shared"
"Tropicimonas",0,3.26728e-05,"s17_11","16S only"
"Turicibacter",0,3.26728e-05,"s17_11","16S only"
"UBA1103",0.001334845,9.80184e-05,"s17_11","shared"
"UBA1191",0,3.26728e-05,"s17_11","16S only"
"UBA1248",0,3.26728e-05,"s17_11","16S only"
"UBA1844",0,4.90092e-05,"s17_11","16S only"
"UBA2767",0,0.000277719,"s17_11","16S only"
"UBA2866",0,9.80184e-05,"s17_11","16S only"
"UBA3125",0,3.26728e-05,"s17_11","16S only"
"UBA5216",0,0.00058811,"s17_11","16S only"
"UBA8529",0,0.000375737,"s17_11","16S only"
"UMGS363",0,3.26728e-05,"s17_11","16S only"
"Vallitalea",0,0.0001797,"s17_11","16S only"
"Vallitalea_A",0,0.000392074,"s17_11","16S only"
"Vampirovibrio",0,3.26728e-05,"s17_11","16S only"
"Veillonella",0.008044633,0.001617304,"s17_11","shared"
"VYCW01",0,3.26728e-05,"s17_11","16S only"
"W11650",0.00024739,0,"s17_11","2b only"
"W260",0,3.26728e-05,"s17_11","16S only"
"WLWV01",0,4.90092e-05,"s17_11","16S only"
"WTGL01",0,4.90092e-05,"s17_11","16S only"
"WYBL01",0,6.53456e-05,"s17_11","16S only"
"14-2",0,0.000183066,"s17_12","16S only"
"1XD42-69",0,3.66133e-05,"s17_12","16S only"
"1XD8-76",0,5.49199e-05,"s17_12","16S only"
"2-12-FULL-64-23",0,9.15332e-05,"s17_12","16S only"
"Abiotrophia",0.002221556,0.001336384,"s17_12","shared"
"Acetatifactor",0,0.001940503,"s17_12","16S only"
"Acidaminococcus",0,0.002581236,"s17_12","16S only"
"Acinetobacter",2.01934e-05,0,"s17_12","2b only"
"Actinobacillus_B",0,3.66133e-05,"s17_12","16S only"
"Actinomyces",0.001370112,0.000640732,"s17_12","shared"
"Acutalibacter",0,9.15332e-05,"s17_12","16S only"
"Agathobaculum",0,0.001098398,"s17_12","16S only"
"Aggregatibacter",0.009383805,0.00587643,"s17_12","shared"
"Akkermansia",0,0.000585812,"s17_12","16S only"
"Alistipes",0,0.00010984,"s17_12","16S only"
"Allisonella",0.000101523,0.000494279,"s17_12","shared"
"Alloprevotella",0.000737573,0,"s17_12","2b only"
"AM07-15",0,3.66133e-05,"s17_12","16S only"
"Aminipila",0,0.00016476,"s17_12","16S only"
"Aminivibrio",0,0.000823799,"s17_12","16S only"
"Anaerobutyricum",0,0.00016476,"s17_12","16S only"
"Anaeroglobus",3.05122e-05,3.66133e-05,"s17_12","shared"
"Anaeromassilibacillus",0,5.49199e-05,"s17_12","16S only"
"Anaerosacchariphilus",0,0.000421053,"s17_12","16S only"
"Anaerostipes",0,0.004594966,"s17_12","16S only"
"Anaerotignum",0,0.00380778,"s17_12","16S only"
"Anaerovibrio",0,0.000292906,"s17_12","16S only"
"Ancrocorticia",0,9.15332e-05,"s17_12","16S only"
"AR5",0,5.49199e-05,"s17_12","16S only"
"Arachnia",0.001165605,0,"s17_12","2b only"
"Arenimonas",0,3.66133e-05,"s17_12","16S only"
"Bacteroides",0,0.020631579,"s17_12","16S only"
"Bariatricus",0,0.006242563,"s17_12","16S only"
"Bergeyella_A",0.001412153,0.000347826,"s17_12","shared"
"Bifidobacterium",0,0.003405034,"s17_12","16S only"
"Blautia",0,0.003185355,"s17_12","16S only"
"Blautia_A",0,0.031798627,"s17_12","16S only"
"Bog-159",0,7.32265e-05,"s17_12","16S only"
"Bradyrhizobium",0,5.49199e-05,"s17_12","16S only"
"Bulleidia",0.000252428,0.000640732,"s17_12","shared"
"Butyricicoccus_A",0,0.001610984,"s17_12","16S only"
"Butyrivibrio",0,9.15332e-05,"s17_12","16S only"
"C-53",0,3.66133e-05,"s17_12","16S only"
"CAG-1024",0,0.000201373,"s17_12","16S only"
"CAG-1031",0,3.66133e-05,"s17_12","16S only"
"CAG-115",0,0.001318078,"s17_12","16S only"
"CAG-127",0,0.00195881,"s17_12","16S only"
"CAG-180",0,0.000329519,"s17_12","16S only"
"CAG-279",0,0.000311213,"s17_12","16S only"
"CAG-354",0,3.66133e-05,"s17_12","16S only"
"CAG-41",0,0.000860412,"s17_12","16S only"
"CAG-417",0,9.15332e-05,"s17_12","16S only"
"CAG-45",0,0.000183066,"s17_12","16S only"
"CAG-475",0,9.15332e-05,"s17_12","16S only"
"CAG-485",0,0.000988558,"s17_12","16S only"
"CAG-488",0,0.000237986,"s17_12","16S only"
"CAG-632",0,0.000201373,"s17_12","16S only"
"CAG-791",0,9.15332e-05,"s17_12","16S only"
"CAG-873",0,7.32265e-05,"s17_12","16S only"
"CAIMWE01",0,7.32265e-05,"s17_12","16S only"
"Campylobacter_A",0.00164261,0.001208238,"s17_12","shared"
"Campylobacter_B",0.000229074,0,"s17_12","2b only"
"Capnocytophaga",0.016854723,0.010196796,"s17_12","shared"
"Cardiobacterium",0.002748816,0.001006865,"s17_12","shared"
"Catenibacterium",0,0.000347826,"s17_12","16S only"
"Catonella",7.81484e-05,0,"s17_12","2b only"
"Centipeda",0.000272556,0.0002746,"s17_12","shared"
"CFH-75059",0,3.66133e-05,"s17_12","16S only"
"Chryseobacterium",0,9.15332e-05,"s17_12","16S only"
"Clostridium",0,0.001684211,"s17_12","16S only"
"Clostridium_A",0,7.32265e-05,"s17_12","16S only"
"Clostridium_AN",0,0.000237986,"s17_12","16S only"
"Collinsella",0,0.001171625,"s17_12","16S only"
"Conexibacter_A",0,3.66133e-05,"s17_12","16S only"
"Coprococcus",0,0.000311213,"s17_12","16S only"
"Corynebacterium",0.000555717,0.000347826,"s17_12","shared"
"Cricetibacter",3.9882e-05,0,"s17_12","2b only"
"Cupriavidus",0,5.49199e-05,"s17_12","16S only"
"Cutibacterium",0.000128949,0,"s17_12","2b only"
"Deinococcus",1.72654e-05,0,"s17_12","2b only"
"Desulfobulbus",0.00013327,0,"s17_12","2b only"
"Desulfovibrio",0,0.000732265,"s17_12","16S only"
"Dialister",0.000525259,0.000329519,"s17_12","shared"
"Dorea",0,0.0002746,"s17_12","16S only"
"DP-1",0,0.000183066,"s17_12","16S only"
"DP-6",0,0.000128146,"s17_12","16S only"
"Duncaniella",0,0.000384439,"s17_12","16S only"
"Duodenibacillus",0,0.006059497,"s17_12","16S only"
"Dysosmobacter",0,0.001006865,"s17_12","16S only"
"Eikenella",0.002786104,0.000988558,"s17_12","shared"
"ELB16-189",0,7.32265e-05,"s17_12","16S only"
"Emergencia",0,0.000421053,"s17_12","16S only"
"Enhygromyxa",0,5.49199e-05,"s17_12","16S only"
"Enterocloster",0,0.007652174,"s17_12","16S only"
"Erysipelatoclostridium",0,5.49199e-05,"s17_12","16S only"
"Eubacterium",0,0.00016476,"s17_12","16S only"
"Eubacterium_A",0.000482965,0.000311213,"s17_12","shared"
"Eubacterium_B",0.000313862,0.00021968,"s17_12","shared"
"Eubacterium_F",0,0.001061785,"s17_12","16S only"
"Eubacterium_G",0,0.001281465,"s17_12","16S only"
"Eubacterium_M",0.001173402,0.000237986,"s17_12","shared"
"Eubacterium_N",0.001092913,0.00021968,"s17_12","shared"
"Eubacterium_O",0,0.000128146,"s17_12","16S only"
"Eubacterium_R",0,0.010434783,"s17_12","16S only"
"F0040",0.00284212,0.004796339,"s17_12","shared"
"F0058",0.003019932,0.000933638,"s17_12","shared"
"F0422",3.17036e-05,0.000640732,"s17_12","shared"
"F0428",0,7.32265e-05,"s17_12","16S only"
"Faecalibacterium",0,0.06601373,"s17_12","16S only"
"Faecalicoccus",0,0.00016476,"s17_12","16S only"
"Faecalimonas",0,0.000183066,"s17_12","16S only"
"Filifactor",0.001979451,0,"s17_12","2b only"
"Flavonifractor",0,0.000292906,"s17_12","16S only"
"Flexilinea",4.82622e-05,0,"s17_12","2b only"
"Formamonas",0,5.49199e-05,"s17_12","16S only"
"Fournierella",0,0.001629291,"s17_12","16S only"
"Fretibacterium",0.000843171,0,"s17_12","2b only"
"Fusicatenibacter",0,0.008384439,"s17_12","16S only"
"Fusobacterium",0.008789041,0.014535469,"s17_12","shared"
"Fusobacterium_A",0,0.00021968,"s17_12","16S only"
"Gemella",0.014609746,0.024421053,"s17_12","shared"
"Gemmatimonas",0,3.66133e-05,"s17_12","16S only"
"Geomonas",0,3.66133e-05,"s17_12","16S only"
"Geotalea",0,0.000146453,"s17_12","16S only"
"GN02-873",5.46231e-05,3.66133e-05,"s17_12","shared"
"Gordonia",3.63582e-05,0,"s17_12","2b only"
"Gp1-AA17",0,9.15332e-05,"s17_12","16S only"
"Gp6-AA40",0,9.15332e-05,"s17_12","16S only"
"Gp7-AA6",0,7.32265e-05,"s17_12","16S only"
"GR16-43",0,3.66133e-05,"s17_12","16S only"
"Granulicatella",0.00811956,0.009574371,"s17_12","shared"
"Haemophilus",0.069866611,0.036393593,"s17_12","shared"
"Haemophilus_A",0.009156862,0.003038902,"s17_12","shared"
"Haemophilus_D",0.225687357,0.00620595,"s17_12","shared"
"Haliangium",0,5.49199e-05,"s17_12","16S only"
"Holdemanella",0,0.001830664,"s17_12","16S only"
"HOT-345",0.001040859,0.000439359,"s17_12","shared"
"Hypericibacter",0,9.15332e-05,"s17_12","16S only"
"IMCC26256",0,9.15332e-05,"s17_12","16S only"
"Intestinimonas",0,0.000311213,"s17_12","16S only"
"JABCPE02",0.001156161,0,"s17_12","2b only"
"JABDBE01",0,0.000256293,"s17_12","16S only"
"JABFRW01",0,0.000146453,"s17_12","16S only"
"JABFSM01",0,3.66133e-05,"s17_12","16S only"
"JACDCA01",0,5.49199e-05,"s17_12","16S only"
"Johnsonella",0.000423007,7.32265e-05,"s17_12","shared"
"Kingella_A",0.000271648,0,"s17_12","2b only"
"Kingella_B",6.91624e-05,0.000292906,"s17_12","shared"
"Klebsiella_A",1.29238e-05,0,"s17_12","2b only"
"Kribbella",0,3.66133e-05,"s17_12","16S only"
"Lachnoanaerobaculum",0.000284944,0.000732265,"s17_12","shared"
"Lachnospira",0,0.019606407,"s17_12","16S only"
"Lacrimispora",0,0.002672769,"s17_12","16S only"
"Lactobacillus",0,0.029748284,"s17_12","16S only"
"Lancefieldella",0.000228587,0.000237986,"s17_12","shared"
"Lautropia",0.033066647,0,"s17_12","2b only"
"Lawsonella",1.25199e-05,0,"s17_12","2b only"
"Lawsonibacter",0,0.001867277,"s17_12","16S only"
"Leptotrichia",0.001175779,0.002196796,"s17_12","shared"
"Leptotrichia_A",0.00154609,0.002270023,"s17_12","shared"
"Ligilactobacillus",0,0.001025172,"s17_12","16S only"
"Limosilactobacillus",2.46359e-05,0.007377574,"s17_12","shared"
"Mailhella",0,9.15332e-05,"s17_12","16S only"
"Marvinbryantia",0,7.32265e-05,"s17_12","16S only"
"Massilioclostridium",0,0.000146453,"s17_12","16S only"
"Mediterraneibacter",0,0.00010984,"s17_12","16S only"
"Megasphaera",0,0.005437071,"s17_12","16S only"
"Metamycoplasma",0.000376032,5.49199e-05,"s17_12","shared"
"Methyloceanibacter",0,3.66133e-05,"s17_12","16S only"
"Micromonospora",0,3.66133e-05,"s17_12","16S only"
"Mitsuokella",0,0.000146453,"s17_12","16S only"
"Mogibacterium",0.001205645,7.32265e-05,"s17_12","shared"
"Monoglobus",0,0.000622426,"s17_12","16S only"
"Moraxella",0,0.00217849,"s17_12","16S only"
"Moraxella_A",0,3.66133e-05,"s17_12","16S only"
"Mucispirillum",0,7.32265e-05,"s17_12","16S only"
"Muribaculum",0,0.000366133,"s17_12","16S only"
"Muricomes",0,0.001135011,"s17_12","16S only"
"Neisseria",0.233756937,0.164283753,"s17_12","shared"
"Nitrosospira",0,7.32265e-05,"s17_12","16S only"
"Nitrospira_C",0,0.0002746,"s17_12","16S only"
"NSJ-38",0,0.000146453,"s17_12","16S only"
"NSJ-54",0,3.66133e-05,"s17_12","16S only"
"NSJ-63",0,7.32265e-05,"s17_12","16S only"
"Odoribacter",0,0.002819222,"s17_12","16S only"
"OLB17",0,7.32265e-05,"s17_12","16S only"
"Olsenella",8.14804e-05,3.66133e-05,"s17_12","shared"
"Olsenella_E",0,0.001043478,"s17_12","16S only"
"Oribacterium",0.000286125,0.001299771,"s17_12","shared"
"Oscillibacter",0,0.001171625,"s17_12","16S only"
"Ottowia",0.002019128,0.000805492,"s17_12","shared"
"Oxalobacter",0,5.49199e-05,"s17_12","16S only"
"Palsa-187",0,3.66133e-05,"s17_12","16S only"
"Palsa-295",0,3.66133e-05,"s17_12","16S only"
"Parabacteroides",0,0.001189931,"s17_12","16S only"
"Paraprevotella",0,0.00016476,"s17_12","16S only"
"Parvimonas",0.000551804,0.000439359,"s17_12","shared"
"Pauljensenia",0.000441862,0.000439359,"s17_12","shared"
"Peptidiphaga",0.000163474,0,"s17_12","2b only"
"Peptoanaerobacter",0.000333096,0.000183066,"s17_12","shared"
"Peptostreptococcus",0.00017018,0.000823799,"s17_12","shared"
"Phascolarctobacterium_A",0,0.007084668,"s17_12","16S only"
"Phocaeicola",0,0.008567506,"s17_12","16S only"
"Pluralibacter",1.67605e-05,0,"s17_12","2b only"
"PMG-095",0,3.66133e-05,"s17_12","16S only"
"PNKE01",0,3.66133e-05,"s17_12","16S only"
"Porphyromonas",0.02072411,0.021784897,"s17_12","shared"
"Prevotella",0.017717716,0.090929062,"s17_12","shared"
"Prevotellamassilia",0,0.011020595,"s17_12","16S only"
"Pseudoleptotrichia",0.000342597,0.001684211,"s17_12","shared"
"QFNR01",8.70335e-05,0,"s17_12","2b only"
"QHXM01",0,0.00016476,"s17_12","16S only"
"QHYU01",0,3.66133e-05,"s17_12","16S only"
"Ramlibacter",0,9.15332e-05,"s17_12","16S only"
"RC9",0,0.002453089,"s17_12","16S only"
"RF16",0,0.00016476,"s17_12","16S only"
"Rodentibacter",0,9.15332e-05,"s17_12","16S only"
"Romboutsia",0,0.000604119,"s17_12","16S only"
"Roseburia",0,0.02617849,"s17_12","16S only"
"Rothia",0.127378379,0.088512586,"s17_12","shared"
"RQZE01",0,0.000146453,"s17_12","16S only"
"Rudaea",0,5.49199e-05,"s17_12","16S only"
"RUG13038",0,7.32265e-05,"s17_12","16S only"
"RUG13077",0,0.00016476,"s17_12","16S only"
"Ruminiclostridium",0,0.000530892,"s17_12","16S only"
"Ruminococcus",0,0.00021968,"s17_12","16S only"
"Ruminococcus_A",0,0.003643021,"s17_12","16S only"
"Ruminococcus_B",0,5.49199e-05,"s17_12","16S only"
"Ruminococcus_C",0,0.000695652,"s17_12","16S only"
"Ruminococcus_D",0,5.49199e-05,"s17_12","16S only"
"Ruminococcus_E",0,0.000622426,"s17_12","16S only"
"Ruminococcus_F",0,7.32265e-05,"s17_12","16S only"
"Ruthenibacterium",0,0.000329519,"s17_12","16S only"
"S5-A14a",0,5.49199e-05,"s17_12","16S only"
"Saccharimonas",0.000279981,0,"s17_12","2b only"
"SCGC-AG-212-J23",0,5.49199e-05,"s17_12","16S only"
"Schwartzia",0,5.49199e-05,"s17_12","16S only"
"SCN-69-37",0,3.66133e-05,"s17_12","16S only"
"SCTM01",0,3.66133e-05,"s17_12","16S only"
"SDRW01",6.35082e-05,0,"s17_12","2b only"
"Selenomonas",0.000109695,0.000183066,"s17_12","shared"
"Selenomonas_A",0,7.32265e-05,"s17_12","16S only"
"SFLA01",0,0.00016476,"s17_12","16S only"
"SFTJ01",0,0.000201373,"s17_12","16S only"
"Shuttleworthia",3.03911e-05,0,"s17_12","2b only"
"Slackia",5.30077e-05,0,"s17_12","2b only"
"Slackia_A",0,0.000128146,"s17_12","16S only"
"Soleaferrea",0,0.000439359,"s17_12","16S only"
"Solibacter",0,5.49199e-05,"s17_12","16S only"
"Sorangium",0,3.66133e-05,"s17_12","16S only"
"Sphingomicrobium",0,0.00016476,"s17_12","16S only"
"Staphylococcus",0,3.66133e-05,"s17_12","16S only"
"Steroidobacter",0,0.00010984,"s17_12","16S only"
"Stoquefichus",0,5.49199e-05,"s17_12","16S only"
"Streptobacillus",0,0.000237986,"s17_12","16S only"
"Streptococcus",0.149984281,0.114874142,"s17_12","shared"
"Streptomyces",0,9.15332e-05,"s17_12","16S only"
"Succiniclasticum",0,0.001208238,"s17_12","16S only"
"Sulfotelmatobacter",0,0.00010984,"s17_12","16S only"
"SURF-43",0,5.49199e-05,"s17_12","16S only"
"Sutterella",0,0.001153318,"s17_12","16S only"
"Suttonella",0,3.66133e-05,"s17_12","16S only"
"Tannerella",0.005330115,0.001574371,"s17_12","shared"
"Terrisporobacter",0,0.000494279,"s17_12","16S only"
"TF01-11",0,0.000201373,"s17_12","16S only"
"Thermoanaerosceptrum",0,7.32265e-05,"s17_12","16S only"
"TM7x",0.000428101,0.000237986,"s17_12","shared"
"Treponema",0.000871109,0.000585812,"s17_12","shared"
"Treponema_B",0.000808638,0.000659039,"s17_12","shared"
"Treponema_C",0.000853588,7.32265e-05,"s17_12","shared"
"Treponema_D",0.000109852,0.000585812,"s17_12","shared"
"Turicibacter",0,3.66133e-05,"s17_12","16S only"
"UBA1103",0.000107328,5.49199e-05,"s17_12","shared"
"UBA1191",0,0.00021968,"s17_12","16S only"
"UBA12294",0,3.66133e-05,"s17_12","16S only"
"UBA12499",0,9.15332e-05,"s17_12","16S only"
"UBA1394",0,0.001372998,"s17_12","16S only"
"UBA1417",0,0.000201373,"s17_12","16S only"
"UBA2386",0,5.49199e-05,"s17_12","16S only"
"UBA2866",0.000200318,9.15332e-05,"s17_12","shared"
"UBA3402",0,7.32265e-05,"s17_12","16S only"
"UBA4334",0,0.000677346,"s17_12","16S only"
"UBA4372",0,0.004265446,"s17_12","16S only"
"UBA4664",0,3.66133e-05,"s17_12","16S only"
"UBA4720",0,5.49199e-05,"s17_12","16S only"
"UBA5446",0,0.001208238,"s17_12","16S only"
"UBA6382",0,5.49199e-05,"s17_12","16S only"
"UBA6659",0,3.66133e-05,"s17_12","16S only"
"UBA695",0,3.66133e-05,"s17_12","16S only"
"UBA7050",0,0.000201373,"s17_12","16S only"
"UBA7160",0,5.49199e-05,"s17_12","16S only"
"UBA7173",0,0.000842105,"s17_12","16S only"
"UBA733",0,5.49199e-05,"s17_12","16S only"
"UBA7541",0,0.000128146,"s17_12","16S only"
"UBA7862",0,7.32265e-05,"s17_12","16S only"
"UBA8529",0,0.000201373,"s17_12","16S only"
"UBA9502",0,0.004320366,"s17_12","16S only"
"UBA964",0,7.32265e-05,"s17_12","16S only"
"UMGS1004",0,0.000860412,"s17_12","16S only"
"UMGS1071",0,3.66133e-05,"s17_12","16S only"
"UMGS1537",0,3.66133e-05,"s17_12","16S only"
"UMGS1872",0,0.001556064,"s17_12","16S only"
"UMGS1907",0.000137543,0,"s17_12","2b only"
"UMGS268",0,3.66133e-05,"s17_12","16S only"
"UMGS363",0,0.002434783,"s17_12","16S only"
"Vallitalea_A",0,9.15332e-05,"s17_12","16S only"
"Variovorax",0,7.32265e-05,"s17_12","16S only"
"VBAS01",0,3.66133e-05,"s17_12","16S only"
"Veillonella",0.004511729,0.003661327,"s17_12","shared"
"Vibrio",0,3.66133e-05,"s17_12","16S only"
"W11650",0.000299719,0,"s17_12","2b only"
"Weissella",0,3.66133e-05,"s17_12","16S only"
"WQZE01",0,3.66133e-05,"s17_12","16S only"
"WS-7",0,3.66133e-05,"s17_12","16S only"
"WYBL01",0,7.32265e-05,"s17_12","16S only"
"Z2-YC6860",0,5.49199e-05,"s17_12","16S only"
"14-2",0,3.16721e-05,"s17_14","16S only"
"1XD8-76",0,3.16721e-05,"s17_14","16S only"
"2-12-FULL-35-15",0,3.16721e-05,"s17_14","16S only"
"20CM-2-65-7",0,3.16721e-05,"s17_14","16S only"
"Abiotrophia",0.000134576,7.91803e-05,"s17_14","shared"
"Acetatifactor",0,0.001536098,"s17_14","16S only"
"Acinetobacter",6.77015e-05,0,"s17_14","2b only"
"Actinomyces",0.005676263,0.001330229,"s17_14","shared"
"Aerococcus",1.38504e-05,0,"s17_14","2b only"
"AG41",0,3.16721e-05,"s17_14","16S only"
"Agathobaculum",0,0.000316721,"s17_14","16S only"
"Aggregatibacter",0.013455673,0.012874721,"s17_14","shared"
"Akkermansia",0,7.91803e-05,"s17_14","16S only"
"Alistipes",0,0.000126689,"s17_14","16S only"
"Allisonella",0.004078852,0.001757803,"s17_14","shared"
"Alloprevotella",0.011272818,0,"s17_14","2b only"
"AM07-15",0,0.000110852,"s17_14","16S only"
"Aminipila",0,0.000190033,"s17_14","16S only"
"Aminivibrio",0,0.001361902,"s17_14","16S only"
"Anaerobutyricum",0,0.000506754,"s17_14","16S only"
"Anaeroglobus",0.001598783,0.000649279,"s17_14","shared"
"Anaeromassilibacillus",0,0.000300885,"s17_14","16S only"
"Anaerosacchariphilus",0,0.000490918,"s17_14","16S only"
"Anaerostipes",0,3.16721e-05,"s17_14","16S only"
"Anaerotignum",0,0.001235213,"s17_14","16S only"
"Anaerovibrio",0,0.000221705,"s17_14","16S only"
"Ancrocorticia",0,0.000190033,"s17_14","16S only"
"Arachnia",0.000357569,0,"s17_14","2b only"
"Aureimonas",0,4.75082e-05,"s17_14","16S only"
"Aureimonas_A",0,0.000126689,"s17_14","16S only"
"Bacillus_A",5.23007e-05,0,"s17_14","2b only"
"Bacteroides",0.000113594,0.000538426,"s17_14","shared"
"Bacteroides_D",0.000484272,0,"s17_14","2b only"
"Bariatricus",0,0.001615279,"s17_14","16S only"
"BD2-11",0,4.75082e-05,"s17_14","16S only"
"Bergeyella_A",0,0.001219377,"s17_14","16S only"
"Bifidobacterium",0.001844854,7.91803e-05,"s17_14","shared"
"Blautia_A",0,0.00088682,"s17_14","16S only"
"Bulleidia",0.002006827,0.000380066,"s17_14","shared"
"Butyricicoccus_A",0,0.00104518,"s17_14","16S only"
"Butyrivibrio",0,9.50164e-05,"s17_14","16S only"
"BX12",0,3.16721e-05,"s17_14","16S only"
"CAG-1024",0,0.000126689,"s17_14","16S only"
"CAG-1031",0,7.91803e-05,"s17_14","16S only"
"CAG-115",0,0.004592459,"s17_14","16S only"
"CAG-127",0,0.000380066,"s17_14","16S only"
"CAG-180",0,0.000665115,"s17_14","16S only"
"CAG-279",0,0.000126689,"s17_14","16S only"
"CAG-41",0,0.000174197,"s17_14","16S only"
"CAG-417",0,0.000110852,"s17_14","16S only"
"CAG-45",0,4.75082e-05,"s17_14","16S only"
"CAG-475",0,0.000364229,"s17_14","16S only"
"CAG-485",1.03051e-05,0.001219377,"s17_14","shared"
"CAG-488",0,0.000158361,"s17_14","16S only"
"CAG-632",0,0.000110852,"s17_14","16S only"
"CAG-791",3.1215e-05,0,"s17_14","2b only"
"CAG-793",0.000338825,0,"s17_14","2b only"
"CAG-873",0,0.000158361,"s17_14","16S only"
"CAIXZV01",0,3.16721e-05,"s17_14","16S only"
"Campylobacter",0.000188146,0,"s17_14","2b only"
"Campylobacter_A",0.007101959,0.016564524,"s17_14","shared"
"Campylobacter_B",0.00036195,0,"s17_14","2b only"
"Capnocytophaga",0.007401159,0.003278065,"s17_14","shared"
"Cardiobacterium",0.001452519,0.000918492,"s17_14","shared"
"Catonella",0.00095587,0,"s17_14","2b only"
"Centipeda",0.001716782,0.001124361,"s17_14","shared"
"Chondromyces",0,6.33443e-05,"s17_14","16S only"
"Chryseobacterium",0,3.16721e-05,"s17_14","16S only"
"Clostridium",0,0.00104518,"s17_14","16S only"
"Clostridium_AN",0,0.000174197,"s17_14","16S only"
"Collinsella",0,0.000395902,"s17_14","16S only"
"Coprococcus",0,0.000158361,"s17_14","16S only"
"Corynebacterium",0.004881758,0.000870984,"s17_14","shared"
"Criibacterium",7.03889e-05,0,"s17_14","2b only"
"Cryptobacterium",3.45226e-05,0,"s17_14","2b only"
"Cupriavidus",0,3.16721e-05,"s17_14","16S only"
"Cutibacterium",0.000162592,0,"s17_14","2b only"
"Desulfobulbus",0.000732327,0,"s17_14","2b only"
"Desulfovibrio",0,0.000348393,"s17_14","16S only"
"Dialister",0.002811225,0.001251049,"s17_14","shared"
"Dialister_B",1.40571e-05,0,"s17_14","2b only"
"Duncaniella",0,0.000253377,"s17_14","16S only"
"Eggerthia",0,4.75082e-05,"s17_14","16S only"
"Eikenella",0.000664199,0.00060177,"s17_14","shared"
"Emergencia",0,0.000237541,"s17_14","16S only"
"Enorma",0,3.16721e-05,"s17_14","16S only"
"Enterobacter",3.59696e-05,0,"s17_14","2b only"
"Enterocloster",0,0.000285049,"s17_14","16S only"
"Escherichia",0.000256989,0,"s17_14","2b only"
"Eubacterium",0,7.91803e-05,"s17_14","16S only"
"Eubacterium_A",0.016507175,0.002296229,"s17_14","shared"
"Eubacterium_B",0.001113114,0.000316721,"s17_14","shared"
"Eubacterium_F",0,0.000237541,"s17_14","16S only"
"Eubacterium_M",0.008754925,0.000633443,"s17_14","shared"
"Eubacterium_N",0.000122143,0.000380066,"s17_14","shared"
"Eubacterium_O",0,0.000110852,"s17_14","16S only"
"Eubacterium_R",0,0.005178393,"s17_14","16S only"
"F0040",0.010422756,0.043089933,"s17_14","shared"
"F0058",0.00677849,0.000934328,"s17_14","shared"
"F0422",0.013426786,0.016374491,"s17_14","shared"
"F0428",7.43166e-05,0.000712623,"s17_14","shared"
"Faecalibacterium",0,0.006603639,"s17_14","16S only"
"Faecalicoccus",0,3.16721e-05,"s17_14","16S only"
"Filifactor",0.019468744,0,"s17_14","2b only"
"Flavobacterium",0,0.000126689,"s17_14","16S only"
"Flavonifractor",0,0.000190033,"s17_14","16S only"
"Flexilinea",0.00039757,0,"s17_14","2b only"
"Formamonas",0,6.33443e-05,"s17_14","16S only"
"Fournierella",0,0.000190033,"s17_14","16S only"
"Fretibacterium",0.002798537,0,"s17_14","2b only"
"Fusicatenibacter",0,4.75082e-05,"s17_14","16S only"
"Fusobacterium",0.009608854,0.033113212,"s17_14","shared"
"Gemella",0.015281335,0.027063835,"s17_14","shared"
"Geotalea",0,6.33443e-05,"s17_14","16S only"
"GN02-872",0.001733219,0.000110852,"s17_14","shared"
"GN02-873",0.000482964,0.000126689,"s17_14","shared"
"Gp1-AA17",0,3.16721e-05,"s17_14","16S only"
"Gp6-AA40",0,3.16721e-05,"s17_14","16S only"
"GR16-43",0,3.16721e-05,"s17_14","16S only"
"Granulicatella",0.00747342,0.012526327,"s17_14","shared"
"Haemophilus",0.017132305,0.014917573,"s17_14","shared"
"Haemophilus_A",0.017543038,0.005051705,"s17_14","shared"
"Haemophilus_D",0.016132426,0.000966,"s17_14","shared"
"Holdemanella",0,0.000807639,"s17_14","16S only"
"HOT-345",0.001599873,0.000712623,"s17_14","shared"
"Intestinimonas",0,0.000364229,"s17_14","16S only"
"JAAYOI01",0,9.50164e-05,"s17_14","16S only"
"JABCPE02",0.002813975,0,"s17_14","2b only"
"JABCPG02",0.000141272,0,"s17_14","2b only"
"JABCPH02",0.000533946,0,"s17_14","2b only"
"JABDBE01",0,0.000110852,"s17_14","16S only"
"JABFRW01",0,7.91803e-05,"s17_14","16S only"
"JABFSM01",0,3.16721e-05,"s17_14","16S only"
"Johnsonella",0.000477993,4.75082e-05,"s17_14","shared"
