sample_id,S9_11,S9_12,S9_14,S9_1,S9_2,S9_6,S9_7,S9_9,S11_11,S11_12,S11_14,S11_1,S11_2,S11_6,S11_7,S11_9,S17_11,S17_12,S17_14,S17_1,S17_2,S17_6,S17_7,S17_9
Granulicatella_Sp001071995,246762,311061,399134,254297,399283,588978,595645,188323,606774,399077,1042307,211439,411054,1108836,2029457,197606,330674,469864,471518,119352,242314,1354522,1747379,122573
Granulicatella_Sp900551535,204721,692580,451929,408130,363414,596348,695242,340428,745183,808905,922647,380099,635318,1075421,2382201,342385,300686,1134157,470614,205913,373006,1404188,2140861,212319
EnterococcuS_B_lactiS,601543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CompanilactobacilluS_alimentariuS,0,0,0,52500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FructilactobacilluS_SanfranciScenSiS,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,0,0,0,0,0,0,0,0,0,0
LactiplantibacilluS_plantarum,119551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LactobacilluS_criSpatuS,0,163746,98300,0,0,59800,0,0,0,0,0,0,0,0,0,0,0,0,13700,0,0,7070,0,0
LactobacilluS_delbrueckii,0,0,10800,0,0,0,308264,0,0,0,75400,0,0,0,61600,0,0,0,14500,0,0,0,114199,0
LactobacilluS_gaSSeri,0,0,0,0,0,0,0,0,0,0,47100,0,0,0,0,0,0,0,0,0,0,0,0,0
LactobacilluS_paragaSSeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183876,0
LatilactobacilluS_curvatuS,0,0,0,0,0,0,0,0,0,0,0,0,0,11100,0,0,0,0,0,0,0,0,0,0
LeuconoStoc_lactiS,113475,0,0,39200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeuconoStoc_lactiS_A,0,0,0,28200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeuconoStoc_meSenteroideS,0,0,0,35100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LigilactobacilluS_murinuS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7880
LigilactobacilluS_SalivariuS,0,0,0,0,0,0,452785,0,0,0,0,0,0,0,73100,0,0,0,0,0,0,0,127555,0
LimoSilactobacilluS_fermentum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140479,24600,439799,0,0,0,0,61700
LimoSilactobacilluS_mucoSae,0,0,0,0,0,0,60400,0,0,0,0,0,0,0,13400,0,0,0,0,0,0,0,40200,0
LimoSilactobacilluS_oriS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25400,0,0,0,0,0
LimoSilactobacilluS_vaginaliS_A,0,0,0,0,0,0,28100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400,0
WeiSSella_confuSa,0,0,0,43400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeiSSella_halotoleranS,103034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeiSSella_thailandenSiS,0,0,0,169315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WeiSSella_virideScenS,329577,0,0,104667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LactococcuS_A_raffinolactiS,0,0,0,33500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StreptococcuS_agalactiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228602,44000,340174,0,0,0,56300,84000
StreptococcuS_anginoSuS,0,0,1031231,0,0,249908,355568,230247,0,340002,713269,41900,0,78100,455963,217751,0,0,1099581,34300,0,65000,207782,210085
StreptococcuS_anginoSuS_C,0,0,1410276,0,0,146657,155655,81600,0,0,1336188,13700,0,62100,155007,63900,0,0,2794866,12900,0,62800,137484,43000
StreptococcuS_auStraliS,0,0,0,0,0,418793,144249,42100,0,0,0,41700,0,430576,775100,67600,0,110659,0,18500,0,513733,158020,44300
StreptococcuS_auStraliS_A,0,0,0,346064,0,178502,0,60700,663887,0,0,723564,0,402594,171693,111989,0,0,0,599277,0,697724,150144,155194
StreptococcuS_caniS,0,337063,186390,0,0,0,253913,71200,0,113524,343492,0,0,0,88800,109860,0,0,212598,0,0,0,30800,51300
StreptococcuS_choSunenSe,0,0,1054138,1923992,0,713218,0,527984,1298266,797668,2944245,2669612,0,689341,281785,1023879,7253846,4779959,5117611,2661582,5602623,802847,435419,1701601
StreptococcuS_conStellatuS,5647338,2422665,359414,127571,0,235568,572872,993873,1593069,1834983,291443,106362,466251,424791,272230,1313825,1583908,263230,281881,72600,480816,316957,150147,938032
StreptococcuS_criStatuS,3034471,4060770,779408,337580,857443,297265,1494200,3342145,4153448,1614462,1188779,695830,1708701,2590682,3100200,4323096,2667491,958469,499397,422525,1090201,2220781,652041,1561404
StreptococcuS_criStatuS_A,0,0,0,60300,0,12000,127092,50100,0,0,0,65400,0,98300,251423,40700,0,0,0,31000,0,73000,0,0
StreptococcuS_criStatuS_B,0,0,230833,110593,570257,26500,322737,2674964,0,0,424794,284582,935035,219286,691085,2693962,199556,38600,116967,154202,376151,172083,100654,1033861
StreptococcuS_criStatuS_C,0,2034290,181769,43500,365812,129826,776567,1807828,499771,814998,446411,249364,568610,998688,1703698,1898024,518277,497595,154231,122959,404431,818981,292913,701921
StreptococcuS_criStatuS_D,0,0,0,0,0,20800,734069,74400,0,0,129519,56200,0,235832,1533451,350133,0,0,0,23200,0,174505,464499,136701
StreptococcuS_criStatuS_E,0,0,50200,0,0,13200,0,57600,0,0,110349,58200,0,170130,210566,0,0,92000,44000,28900,0,147472,0,0
StreptococcuS_criStatuS_F,0,0,0,0,0,0,0,0,0,0,0,54900,0,84800,778343,0,0,0,0,40200,0,102647,0,0
StreptococcuS_criStatuS_G,0,0,222043,0,0,30600,301355,975784,125411,0,292501,108439,435756,213021,495704,941790,0,0,229077,55900,267508,160955,107904,364330
StreptococcuS_dentiSani,0,0,0,0,0,212014,0,442352,1555029,0,888920,224790,0,271107,1395871,511527,0,598084,257270,181461,0,350633,396259,301292
StreptococcuS_downei,0,0,21100,0,0,0,0,0,0,0,89100,0,0,0,0,0,0,0,14100,0,0,0,0,0
StreptococcuS_gordonii,1622730,425668,940611,450342,673990,319575,284299,389878,648711,514946,1884527,382001,465043,1016820,747888,297919,197735,661117,1209849,331004,302027,1058981,303288,274922
StreptococcuS_gwangjuenSe,0,0,0,0,0,934746,0,0,0,0,0,634656,0,505942,407704,336305,5088039,0,179923,490969,2514209,937373,1169398,332093
StreptococcuS_halitoSiS,786340,0,1485394,279959,0,582902,339057,470258,692825,0,2947785,407790,387555,1110605,1140174,763609,0,113928,3043950,664297,0,1526187,875600,488507
StreptococcuS_infantiS,947998,0,252811,262005,0,510188,361274,151582,1880239,565658,420674,276398,598223,1081698,1326382,216641,898467,466136,209651,257541,841023,1741268,1178088,224777
StreptococcuS_infantiS_B,0,0,475132,50900,0,1052323,387139,14600,0,0,424665,78800,0,811214,1507930,0,0,0,549296,41700,0,1520190,1223426,19800
StreptococcuS_infantiS_C,0,0,192219,0,0,276466,190461,0,0,0,145459,83600,0,288089,1053280,24700,0,0,178431,91900,0,501466,742505,34000
StreptococcuS_infantiS_E,0,0,575301,99000,0,1037254,399659,122089,695095,0,878247,85400,0,1524249,1670843,177821,0,231956,233695,97200,0,1757439,427128,172492
StreptococcuS_infantiS_F,0,0,454170,153861,0,515759,485124,227740,736595,0,1043632,142026,0,1112129,1598533,260333,0,229057,307710,185378,0,1041883,646342,172065
StreptococcuS_infantiS_G,0,0,115508,132172,0,239018,187865,67000,595796,136966,197713,143832,0,338599,404991,89900,0,114536,145828,135986,0,581307,395016,116571
StreptococcuS_infantiS_H,2153775,1595052,146793,217206,799010,350391,545308,172300,4289032,374011,363650,214572,1014460,868903,1392369,203410,2117685,630235,228645,185556,937072,1433904,1318582,289669
StreptococcuS_infantiS_I,2399123,0,585852,1599226,1375400,1216020,1155390,264901,7939177,802976,1128199,1926480,1758891,1646076,3342296,326096,2793128,825227,677369,1388478,2174628,2708451,4045696,547619
StreptococcuS_intermediuS,1103767,524114,1168364,96000,0,228206,341058,108816,651104,505464,883782,84300,379417,619909,239373,136323,600899,471059,787511,56400,238853,441540,67300,149497
StreptococcuS_koreenSiS,9215068,31036700,582006,806513,3726009,725752,2840962,711613,39156535,8557132,1153035,938187,5459189,1445074,12817306,1398187,3204677,2664301,558098,437616,1924981,1670861,3109622,720302
StreptococcuS_mitiS,0,2360346,1240817,7580498,0,4815269,2908416,1624991,3892278,1325758,10479443,12305834,2340680,5491059,4651260,3020179,9224969,10815919,20100024,18092594,15512868,14578577,13069289,2699304
StreptococcuS_mitiS_A,0,0,0,709096,0,54700,0,88500,0,0,0,958429,0,0,438797,233773,0,1348343,193094,806610,0,100435,687676,181377
StreptococcuS_mitiS_AC,0,0,191445,4465329,0,2121669,0,943683,583959,0,2449353,7106976,0,5010736,1527712,1135030,3765494,5283619,9511859,8290473,2030021,6009715,4235001,2078562
StreptococcuS_mitiS_AD,0,0,0,0,0,283184,0,192535,0,0,0,1091753,0,652559,0,589960,7643746,271163,0,1351298,0,1037392,505487,1357161
StreptococcuS_mitiS_AF,0,0,0,0,0,0,0,0,0,0,0,163374,0,0,0,155923,0,0,0,281091,0,0,0,0
StreptococcuS_mitiS_AH,0,0,0,0,0,1196552,0,693608,1332357,0,1029196,294367,0,687518,0,832356,2144668,665088,1936747,346733,0,2895498,0,697400
StreptococcuS_mitiS_AI,0,0,423964,0,0,236880,0,0,0,0,2039435,798471,0,0,502156,0,0,0,2237709,1413275,0,470609,1352145,0
StreptococcuS_mitiS_AK,0,0,591111,619229,1382791,3266012,871894,329552,0,496503,2076198,2118642,0,5078120,1388396,814415,1472149,3715280,3059100,4175825,2419351,8349032,2919003,1329943
StreptococcuS_mitiS_AP,0,0,0,0,0,647103,0,263641,3430978,0,0,618171,0,2042178,778343,365732,5447949,949575,1711109,526837,4956415,2364164,2920465,747276
StreptococcuS_mitiS_AQ,0,0,0,1392330,0,310707,0,162195,0,0,1005647,893357,0,526542,0,340095,2375231,208165,2169833,946255,1444795,1255876,187542,867568
StreptococcuS_mitiS_AR,0,0,0,1356961,0,0,0,0,0,0,0,1555189,0,0,0,0,0,966640,0,1824182,0,0,0,124286
StreptococcuS_mitiS_AT,0,0,828818,787708,0,1068533,258150,157085,647904,0,2770947,1744683,0,808212,332958,310967,1245095,783003,5360293,2147263,1317390,1258291,598614,216702
StreptococcuS_mitiS_AV,0,0,0,3255093,0,1408668,0,0,0,0,0,4424956,0,3115517,0,0,0,0,0,8344595,0,3213851,0,108527
StreptococcuS_mitiS_AW,0,0,0,0,0,217773,1111394,345431,3213477,0,0,1346471,0,463505,3100716,493079,10476692,892137,0,838833,6412871,644732,6658249,1017638
StreptococcuS_mitiS_AX,0,0,461250,0,0,0,304453,108288,0,0,351175,261284,0,78700,601841,100892,0,0,317105,81200,0,72900,345332,57800
StreptococcuS_mitiS_AY,0,0,0,372574,0,312370,0,0,0,0,0,1347187,0,1841978,239099,0,0,0,0,2175669,0,732595,121931,61200
StreptococcuS_mitiS_AZ,0,0,0,408691,0,329324,0,801370,0,0,0,3085362,0,500614,0,1225476,0,0,0,1409179,1208330,1143510,0,1164532
StreptococcuS_mitiS_BA,0,0,0,1401949,0,492400,0,149425,1585615,0,0,3528863,0,748422,207558,256448,2839640,4191044,1932988,5186761,1918228,1502856,0,384237
StreptococcuS_mitiS_BB,0,0,2097102,5898801,0,1055450,1165874,1297565,4224862,1223968,6185500,9458846,4132515,2056133,2457323,2482147,14158225,4784541,6298675,9737731,14928532,7825824,2757251,4134492
StreptococcuS_mitiS_BC,0,0,287638,0,0,140761,414887,235617,0,0,831985,919636,0,979782,676046,278606,0,0,346399,606078,0,571531,299686,214238
StreptococcuS_mitiS_BD,0,0,0,0,0,57800,0,0,0,0,0,0,0,113908,0,0,0,0,0,0,0,125505,0,0
StreptococcuS_mitiS_BE,0,0,0,1284716,0,2610478,368369,217916,0,0,0,3281710,0,3082706,1172569,721328,0,340091,627904,4390343,0,9933231,824610,2195664
StreptococcuS_mitiS_BF,0,0,0,0,0,393021,244100,77200,691734,0,0,0,0,666362,492187,133350,0,0,0,25000,0,1062068,1011358,123497
StreptococcuS_mitiS_BG,743772,844842,154908,1079296,892016,295791,659203,794758,1605278,429380,239179,527790,1077560,200634,1743770,1391638,847946,705639,279241,511883,862148,296091,1094644,2372906
StreptococcuS_mitiS_BH,0,0,0,0,0,740122,0,0,0,0,0,549731,0,191957,0,123821,1527709,0,0,652415,0,226974,1102785,154969
StreptococcuS_mitiS_BI,0,0,0,0,0,117032,0,159247,0,0,0,540900,0,141831,0,120859,0,0,2629558,198052,0,296548,0,274574
