Genus,col_2b,col_16S,Group,Color
Treponema_D,0.000455295,0.0002009,s13_12,shared
UBA1103,0.000620941,0.00018081,s13_12,shared
UBA1191,0,0.00038172,s13_12,16S only
UBA1417,0,0.00088398,s13_12,16S only
UBA3402,0,8.04E-05,s13_12,16S only
UBA4372,0,0.00401808,s13_12,16S only
UBA5446,0,0.00070316,s13_12,16S only
UBA6382,0,8.04E-05,s13_12,16S only
UBA7173,0,0.00194877,s13_12,16S only
UBA8529,0,0.00066298,s13_12,16S only
UBA9502,0,0.0018885,s13_12,16S only
UMGS1004,0,0.00016072,s13_12,16S only
UMGS1071,0,0.00032145,s13_12,16S only
UMGS1872,0,0.00486188,s13_12,16S only
Vallitalea_A,0,0.00060271,s13_12,16S only
Veillonella,0.006814459,0.00560522,s13_12,shared
W11650,0.001268676,0,s13_12,2b only
Weissella,0.000499334,0,s13_12,2b only
Wolinella,0,0.00014063,s13_12,16S only
Abiotrophia,0.000152963,0.00022407,s13_14,shared
Acetatifactor,0,0.007330231,s13_14,16S only
Acidaminococcus,0,0.00072022,s13_14,16S only
Acinetobacter,0.000165093,0,s13_14,2b only
Actinomyces,0.004882771,0.0013284,s13_14,shared
Acutalibacter,0,0.00011203,s13_14,16S only
Agathobaculum,0,0.00054417,s13_14,16S only
Aggregatibacter,0.006767254,0.00622589,s13_14,shared
Agrobacterium,1.48E-05,0,s13_14,2b only
Akkermansia,0,0.00030409,s13_14,16S only
Alistipes,0,0.00243274,s13_14,16S only
Alistipes_A,0,0.00025608,s13_14,16S only
Allisonella,0.002846049,0.00094429,s13_14,shared
Alloprevotella,0.006803048,0,s13_14,2b only
AM07-15,0,0.00012804,s13_14,16S only
Amedibacterium,0,0.00038412,s13_14,16S only
Aminipila,0,0.00028809,s13_14,16S only
Aminivibrio,0,0.00251276,s13_14,16S only
Anaerobutyricum,0,0.00211264,s13_14,16S only
Anaeroglobus,0.001128477,0.00068821,s13_14,shared
Anaeromassilibacillus,0,8.00E-05,s13_14,16S only
Anaerosacchariphilus,0,0.00094429,s13_14,16S only
Anaerostipes,0,0.00177654,s13_14,16S only
Anaerotignum,0,0.00520158,s13_14,16S only
Anaerotruncus,0,0.00016005,s13_14,16S only
Anaerovibrio,0,0.00027208,s13_14,16S only
Ancrocorticia,0,8.00E-05,s13_14,16S only
Arachnia,0.000201014,0,s13_14,2b only
Bacillus_A,5.52E-05,0,s13_14,2b only
Bacteroides,5.26E-05,0.025639792,s13_14,shared
Bacteroides_D,0.000482961,0,s13_14,2b only
Bariatricus,0,0.00353708,s13_14,16S only
Barnesiella,0,0.00102431,s13_14,16S only
Bergeyella_A,0,9.60E-05,s13_14,16S only
Bifidobacterium,0.000632867,0.009202801,s13_14,shared
Blautia,0,0.00137642,s13_14,16S only
Blautia_A,0,0.021238461,s13_14,16S only
Bulleidia,0.001904775,0.00057618,s13_14,shared
Butyricicoccus_A,0,0.00171252,s13_14,16S only
Butyricimonas,0,0.00075223,s13_14,16S only
CAADGG01,0,6.40E-05,s13_14,16S only
CAG-110,0,0.00140843,s13_14,16S only
CAG-115,0,0.00052816,s13_14,16S only
CAG-127,0,0.00139242,s13_14,16S only
CAG-180,0,0.009746961,s13_14,16S only
CAG-41,0,0.00107233,s13_14,16S only
CAG-417,0,9.60E-05,s13_14,16S only
CAG-45,0,0.00142443,s13_14,16S only
CAG-475,0,0.00043213,s13_14,16S only
CAG-485,0,0.00027208,s13_14,16S only
CAG-488,0,0.00036811,s13_14,16S only
CAG-521,0,0.00105632,s13_14,16S only
CAG-632,0,6.40E-05,s13_14,16S only
CAG-791,1.24E-05,0,s13_14,2b only
CAG-793,0.000230499,0,s13_14,2b only
CAG-81,0,0.00022407,s13_14,16S only
CAG-873,0,0.00017605,s13_14,16S only
Campylobacter,0.000130053,0,s13_14,2b only
Campylobacter_A,0.017021444,0.017941451,s13_14,shared
Campylobacter_B,0.000258659,0,s13_14,2b only
Capnocytophaga,0.011532889,0.00116836,s13_14,shared
Cardiobacterium,0.001820301,0.00123237,s13_14,shared
Catenibacterium,0,0.00073622,s13_14,16S only
Catonella,0.00181596,0,s13_14,2b only
Centipeda,0.001845204,0.00043213,s13_14,shared
Chlamydophila,0.000373162,0,s13_14,2b only
Clostridium,0,0.00172853,s13_14,16S only
Clostridium_A,0,8.00E-05,s13_14,16S only
Clostridium_AN,0,0.00022407,s13_14,16S only
Clostridium_AP,0,4.80E-05,s13_14,16S only
Cohnella,0,3.20E-05,s13_14,16S only
Collinsella,0,0.00224068,s13_14,16S only
Coprobacter,0,0.00014404,s13_14,16S only
Corynebacterium,0.003546115,0.00153647,s13_14,shared
Criibacterium,0.000144114,0,s13_14,2b only
Cryptobacterium,2.00E-05,0,s13_14,2b only
Cutibacterium,0.000333775,0,s13_14,2b only
Desulfobulbus,0.000932913,0,s13_14,2b only
Desulfovibrio,0,9.60E-05,s13_14,16S only
Dialister,0.002185251,0.00118436,s13_14,shared
Dialister_B,1.07E-05,0,s13_14,2b only
Dorea,0,0.00064019,s13_14,16S only
Dorea_B,0,3.20E-05,s13_14,16S only
Dubosiella,0,0.0003201,s13_14,16S only
Duodenibacillus,0,0.00284887,s13_14,16S only
Eggerthella,0,0.00030409,s13_14,16S only
Eggerthia,0,3.20E-05,s13_14,16S only
Eikenella,0.000771892,0.00068821,s13_14,shared
Emergencia,0,0.0006722,s13_14,16S only
Enorma,0,0.0003201,s13_14,16S only
Enterobacter,1.91E-05,0,s13_14,2b only
Enterocloster,7.17E-05,0.00454538,s13_14,shared
Enterococcus,2.29E-05,0,s13_14,2b only
Erysipelatoclostridium,0,0.00025608,s13_14,16S only
Eubacterium_A,0.027974186,0.00358509,s13_14,shared
Eubacterium_B,0.000811736,0.00024007,s13_14,shared
Eubacterium_F,0,0.00044814,s13_14,16S only
Eubacterium_G,0,0.00088027,s13_14,16S only
Eubacterium_M,0.012758865,0.00080024,s13_14,shared
Eubacterium_N,6.00E-05,0.00052816,s13_14,shared
Eubacterium_O,0,0.00017605,s13_14,16S only
Eubacterium_R,0,0.00528161,s13_14,16S only
F0040,0.005419376,0.026600092,s13_14,shared
F0058,0.005738216,0.00136041,s13_14,shared
F0422,0.00691591,0.00454538,s13_14,shared
F0428,0.000212473,0.00038412,s13_14,shared
Faecalibacterium,0,0.031081452,s13_14,16S only
Filifactor,0.034829211,0,s13_14,2b only
Flavonifractor,0,0.00011203,s13_14,16S only
Flexilinea,0.000511071,0,s13_14,2b only
Fournierella,0,0.00025608,s13_14,16S only
Fretibacterium,0.005001341,0,s13_14,2b only
Fusicatenibacter,0,0.00388918,s13_14,16S only
Fusobacterium,0.013734815,0.020390201,s13_14,shared
Fusobacterium_A,0,0.00300891,s13_14,16S only
Gemella,0.010806779,0.010131081,s13_14,shared
Gemmobacter_B,0,3.20E-05,s13_14,16S only
GN02-872,0.001587825,0,s13_14,2b only
GN02-873,0.000716443,0.00011203,s13_14,shared
Granulicatella,0.007024947,0.010291131,s13_14,shared
Haemophilus,0.007158551,0.00604984,s13_14,shared
Haemophilus_A,0.012864309,0.00227269,s13_14,shared
Haemophilus_D,0.016588873,0.007858391,s13_14,shared
Holdemanella,0,0.00232071,s13_14,16S only
HOT-345,0.001300683,0.00016005,s13_14,shared
Hungatella,0,0.00024007,s13_14,16S only
Intestinimonas,0,0.00025608,s13_14,16S only
J25,0,4.80E-05,s13_14,16S only
JABCPE02,0.001639654,0,s13_14,2b only
JABCPG02,0.000189481,0,s13_14,2b only
JABCPH02,0.001683473,0,s13_14,2b only
Johnsonella,0.000519399,0.00044814,s13_14,shared
Kingella_A,0.000626167,0,s13_14,2b only
Kingella_B,0.000297731,0.00043213,s13_14,shared
Klebsiella,5.18E-05,0,s13_14,2b only
Lachnoanaerobaculum,0.002455352,0.0016485,s13_14,shared
Lachnospira,0,0.010435171,s13_14,16S only
Lacrimispora,0,0.00011203,s13_14,16S only
Lactobacillus,9.54E-05,0.019285861,s13_14,shared
Lactococcus_A,2.19E-05,0,s13_14,2b only
Lancefieldella,0.002365101,0.00089627,s13_14,shared
Lautropia,0.003604399,0,s13_14,2b only
Lawsonella,7.60E-05,0,s13_14,2b only
Lawsonibacter,0,0.00107233,s13_14,16S only
Leptotrichia,0.036930606,0.036571123,s13_14,shared
Leptotrichia_A,0.002555032,0.00217666,s13_14,shared
Leuconostoc,6.44E-05,0,s13_14,2b only
Ligilactobacillus,0,0.00204862,s13_14,16S only
Limosilactobacillus,0,0.00184056,s13_14,16S only
MARSEILLE-P3954,0,8.00E-05,s13_14,16S only
Mediterraneibacter,0,0.00371313,s13_14,16S only
Megasphaera,0,0.00502553,s13_14,16S only
Mesosutterella,0,0.00089627,s13_14,16S only
Metamycoplasma,0,0.00187257,s13_14,16S only
Micrococcus,1.46E-05,0,s13_14,2b only
Mitsuokella,3.87E-05,0,s13_14,2b only
Mogibacterium,0.00920412,0.00044814,s13_14,shared
Monoglobus,0,0.00036811,s13_14,16S only
Moraxella,0,0.00606584,s13_14,16S only
Muribaculum,0,0.00016005,s13_14,16S only
Muricomes,0,0.00046414,s13_14,16S only
Neisseria,0.081371374,0.090219436,s13_14,shared
Novosphingobium,1.65E-05,0,s13_14,2b only
NSJ-40,0,9.60E-05,s13_14,16S only
NSJ-50,0,0.00012804,s13_14,16S only
NSJ-54,0,0.00046414,s13_14,16S only
Odoribacter,0,0.00091228,s13_14,16S only
OF09-33XD,0,8.00E-05,s13_14,16S only
Olegusella,4.32E-05,0,s13_14,2b only
Olsenella,0.000352842,0,s13_14,2b only
Olsenella_B,1.68E-05,0,s13_14,2b only
Olsenella_E,0,0.0003361,s13_14,16S only
Oribacterium,0.023224847,0.015972861,s13_14,shared
Ornithobacterium,0.000169255,0,s13_14,2b only
Oscillibacter,0,0.0026248,s13_14,16S only
Ottowia,0.000565413,0.00052816,s13_14,shared
Pantoea,1.69E-05,0,s13_14,2b only
Parabacteroides,0,0.00622589,s13_14,16S only
Paraprevotella,0,0.0013284,s13_14,16S only
Parascardovia,4.47E-05,0,s13_14,2b only
Parasutterella,0,0.00027208,s13_14,16S only
Parvimonas,0.003605841,0.00092828,s13_14,shared
Pauljensenia,0.002413813,0.00083225,s13_14,shared
Peptidiphaga,0.000692039,0,s13_14,2b only
Peptoanaerobacter,0.002226174,0.00072022,s13_14,shared
Peptostreptococcus,0.001043594,0.00105632,s13_14,shared
Phascolarctobacterium_A,0,0.009634931,s13_14,16S only
Phocaeicola,0.000763839,0.023079022,s13_14,shared
Porphyromonas,0.063491837,0.051615694,s13_14,shared
Porphyromonas_A,1.08E-05,0,s13_14,2b only
Prevotella,0.153875647,0.075767035,s13_14,shared
Prevotellamassilia,0,0.012083671,s13_14,16S only
Pseudoleptotrichia,0,0.012963941,s13_14,16S only
Pseudomonas,1.10E-05,0,s13_14,2b only
Pseudomonas_E,0.00022671,0,s13_14,2b only
Pseudoramibacter,0.000221755,0,s13_14,2b only
Psychrobacter,3.51E-05,0,s13_14,2b only
QFNR01,2.83E-05,0,s13_14,2b only
RC9,0,0.0042733,s13_14,16S only
RF16,0,0.00040012,s13_14,16S only
Rodentibacter,0.000316463,0.00076823,s13_14,shared
Romboutsia,0,0.00304092,s13_14,16S only
Roseburia,0,0.024887572,s13_14,16S only
Rothia,0.034648471,0.026840162,s13_14,shared
RQZE01,0,0.00030409,s13_14,16S only
RUG13077,0,0.00014404,s13_14,16S only
RUG13160,0,0.00011203,s13_14,16S only
Ruminococcus_A,0,0.00240073,s13_14,16S only
Ruminococcus_B,0,0.010563211,s13_14,16S only
Ruminococcus_C,0,0.00056017,s13_14,16S only
Ruminococcus_E,0,0.00116836,s13_14,16S only
Ruthenibacterium,0,0.00083225,s13_14,16S only
Saccharimonas,0.00162043,0,s13_14,2b only
Scardovia,0.000328021,8.00E-05,s13_14,shared
Schaedlerella,0,8.00E-05,s13_14,16S only
Schwartzia,0,0.00038412,s13_14,16S only
SDRK01,0.000108307,0,s13_14,2b only
SDRW01,0.000358024,0,s13_14,2b only
Selenomonas,0.000674089,0.0003361,s13_14,shared
Shuttleworthia,0.000767518,0,s13_14,2b only
Simonsiella,0.000521448,0,s13_14,2b only
Slackia,0.000231733,0,s13_14,2b only
Soleaferrea,0,4.80E-05,s13_14,16S only
Stenotrophomonas,8.98E-05,0,s13_14,2b only
Stomatobaculum,0.000247053,0,s13_14,2b only
Streptobacillus,0,0.00153647,s13_14,16S only
Streptococcus,0.240103887,0.166914752,s13_14,shared
Succinivibrio,0,8.00E-05,s13_14,16S only
Sutterella,0,0.00212865,s13_14,16S only
Suttonella,0,0.00014404,s13_14,16S only
Tannerella,0.02970902,0.00248075,s13_14,shared
Terrisporobacter,0,0.00222468,s13_14,16S only
TM7x,0.000803938,0.00073622,s13_14,shared
Treponema,0.002679705,0.00332901,s13_14,shared
Treponema_B,0.007649018,0.00379315,s13_14,shared
Treponema_C,0.001709555,0.00025608,s13_14,shared
Treponema_D,0.000707184,0.00153647,s13_14,shared
Turicibacter,0,0.00011203,s13_14,16S only
UBA10281,0,3.20E-05,s13_14,16S only
UBA1103,0.001115255,0.00022407,s13_14,shared
UBA1191,0,0.00025608,s13_14,16S only
UBA1394,0,0.00072022,s13_14,16S only
UBA1417,0,0.00054417,s13_14,16S only
UBA2730,0,9.60E-05,s13_14,16S only
UBA2866,0.000469312,0.00016005,s13_14,shared
UBA3263,2.84E-05,0,s13_14,2b only
UBA3830,0,9.60E-05,s13_14,16S only
UBA4285,0.000228186,0,s13_14,2b only
UBA4334,0,0.00166451,s13_14,16S only
UBA4372,0,0.00358509,s13_14,16S only
UBA5446,0,0.00094429,s13_14,16S only
UBA636,0,3.20E-05,s13_14,16S only
UBA7160,0,0.00022407,s13_14,16S only
UBA7173,0,0.00051216,s13_14,16S only
UBA8529,0,0.00300891,s13_14,16S only
UBA9502,0,0.00129639,s13_14,16S only
UMGS1004,0,4.80E-05,s13_14,16S only
UMGS1071,0,0.00020806,s13_14,16S only
UMGS1872,0,0.00176054,s13_14,16S only
UMGS1907,0.00107482,0,s13_14,2b only
UMGS363,0,0.00078424,s13_14,16S only
Vallitalea_A,0,0.00070421,s13_14,16S only
Veillonella,0.034857827,0.015188621,s13_14,shared
W11650,0.000774955,0,s13_14,2b only
W5053,7.14E-05,0,s13_14,2b only
Wolinella,0,0.00012804,s13_14,16S only
Abiotrophia,0.000947396,0.00101902,s13_2,shared
Acetatifactor,0,0.00267965,s13_2,16S only
Acinetobacter,0.000157718,0.00015097,s13_2,shared
Actinomyces,0.003318962,0.00194369,s13_2,shared
Aggregatibacter,0.026835631,0.036288502,s13_2,shared
Akkermansia,0,0.00056612,s13_2,16S only
Allisonella,0.000569584,0.00054725,s13_2,shared
Alloprevotella,0.004396838,0,s13_2,2b only
AM07-15,0,7.55E-05,s13_2,16S only
Aminipila,0,0.00026419,s13_2,16S only
Aminivibrio,0,0.00298158,s13_2,16S only
Anaerobutyricum,0,0.00026419,s13_2,16S only
Anaeroglobus,0.000167408,0,s13_2,2b only
Anaeromassilibacillus,0,0.00011322,s13_2,16S only
Anaerosacchariphilus,0,0.00041516,s13_2,16S only
Anaerostipes,0,0.0003208,s13_2,16S only
Anaerotignum,0,0.00041516,s13_2,16S only
Ancrocorticia,0,0.00022645,s13_2,16S only
Arachnia,0.003590553,0,s13_2,2b only
Bacillus_A,0.000139634,0,s13_2,2b only
Bacteroides,0,3.77E-05,s13_2,16S only
Bacteroides_D,0.000279241,0,s13_2,2b only
Bariatricus,0,0.00249094,s13_2,16S only
Bergeyella_A,0.000525109,0.00024532,s13_2,shared
Blautia_A,0,0.00126434,s13_2,16S only
Bulleidia,0.00093381,0.00071709,s13_2,shared
Butyricicoccus_A,0,0.00166063,s13_2,16S only
CAG-1024,0,0.00026419,s13_2,16S only
CAG-115,0,0.00041516,s13_2,16S only
CAG-180,0,0.00020758,s13_2,16S only
CAG-41,0,0.00056612,s13_2,16S only
CAG-417,0,0.0001321,s13_2,16S only
CAG-475,0,0.00015097,s13_2,16S only
CAG-485,0.000105011,0,s13_2,2b only
CAG-488,0,0.00011322,s13_2,16S only
CAG-521,0,3.77E-05,s13_2,16S only
CAG-873,2.25E-05,0.00022645,s13_2,shared
Campylobacter_A,0.015224058,0.014134211,s13_2,shared
Campylobacter_B,0.000252488,0,s13_2,2b only
Capnocytophaga,0.008955297,0.00477431,s13_2,shared
Cardiobacterium,0.00340526,0.00318916,s13_2,shared
Catonella,0.000410355,0,s13_2,2b only
Centipeda,0.000571117,0.00088693,s13_2,shared
Chryseobacterium,0,3.77E-05,s13_2,16S only
Clostridium,0,0.0025853,s13_2,16S only
Clostridium_AN,0,0.00039629,s13_2,16S only
Corynebacterium,0.002690267,0.00279287,s13_2,shared
Cutibacterium,0.001445142,0,s13_2,2b only
Desulfobulbus,0.001857547,0.00039629,s13_2,shared
Desulfomicrobium,0,7.55E-05,s13_2,16S only
Desulfovibrio,0.000103203,0,s13_2,2b only
Dialister,0.000614528,0.00088693,s13_2,shared
Dorea,0,0.00028306,s13_2,16S only
Duncaniella,0,7.55E-05,s13_2,16S only
Eggerthia,0,5.66E-05,s13_2,16S only
Eikenella,0.00291638,0.002774,s13_2,shared
Emergencia,0,0.00088693,s13_2,16S only
Eubacterium_A,0.005140332,0.00088693,s13_2,shared
Eubacterium_B,0.000335851,0,s13_2,2b only
Eubacterium_F,0,0.0003208,s13_2,16S only
Eubacterium_M,0.0039717,0.00067935,s13_2,shared
Eubacterium_N,0.013892023,0.00318916,s13_2,shared
Eubacterium_R,0,0.00764266,s13_2,16S only
Extibacter,0,9.44E-05,s13_2,16S only
F0040,0.00296378,0.0098128,s13_2,shared
F0058,0.002254428,0.00073596,s13_2,shared
F0422,0.003211375,0.00271739,s13_2,shared
Faecalibacterium,0,0.00500075,s13_2,16S only
Faecalicoccus,0,0.00015097,s13_2,16S only
Filifactor,0.010911443,0,s13_2,2b only
Flexilinea,0.000914035,0,s13_2,2b only
Formamonas,0,0.00015097,s13_2,16S only
Fournierella,0,0.00075483,s13_2,16S only
Fretibacterium,0.003909763,0,s13_2,2b only
Fusobacterium,0.015867592,0.047044842,s13_2,shared
Gemella,0.005518652,0.00832201,s13_2,shared
GN02-872,0,5.66E-05,s13_2,16S only
GN02-873,0.000943431,0,s13_2,2b only
Granulicatella,0.004502984,0.00751057,s13_2,shared
Haemophilus,0.010632245,0.020871071,s13_2,shared
Haemophilus_A,0.033470064,0.013907761,s13_2,shared
Haemophilus_D,0.059456862,0.019323671,s13_2,shared
Holdemanella,0,0.00049064,s13_2,16S only
HOT-345,0.001623175,0.00030193,s13_2,shared
JAAYOI01,0,0.00024532,s13_2,16S only
JABCPE02,0.003322896,0,s13_2,2b only
JABCPG02,7.84E-05,0,s13_2,2b only
Johnsonella,0.000610735,0.00035854,s13_2,shared
Kingella_A,0.000361857,0,s13_2,2b only
Kingella_B,0.000191402,0.00156627,s13_2,shared
Klebsiella,0.000102185,0,s13_2,2b only
Lachnoanaerobaculum,0,0.00079257,s13_2,16S only
Lachnospira,0,0.00098128,s13_2,16S only
Lacrimispora,0,0.00062274,s13_2,16S only
Lactobacillus,0,0.019040611,s13_2,16S only
Lancefieldella,0.000179044,0.00026419,s13_2,shared
Lautropia,0.034009357,0,s13_2,2b only
Lawsonella,0.000258155,0,s13_2,2b only
Lawsonibacter,0,0.0010945,s13_2,16S only
Leptotrichia,0.002676424,0.00911458,s13_2,shared
Leptotrichia_A,0.002209903,0.00175498,s13_2,shared
Ligilactobacillus,0,0.00024532,s13_2,16S only
Limosilactobacillus,0,0.00267965,s13_2,16S only
MARSEILLE-P3954,0,7.55E-05,s13_2,16S only
Massilioclostridium,0,0.00050951,s13_2,16S only
Megasphaera,0,0.00201917,s13_2,16S only
Mesomycoplasma,0,0.00026419,s13_2,16S only
Metamycoplasma,0,0.0013587,s13_2,16S only
Methylobacterium,0,5.66E-05,s13_2,16S only
Mogibacterium,0.004964441,0,s13_2,2b only
Moraxella,0,0.010775211,s13_2,16S only
Moraxella_A,0,7.55E-05,s13_2,16S only
Muricomes,0,0.00067935,s13_2,16S only
Neisseria,0.205797084,0.241413812,s13_2,shared
NSJ-63,0,3.77E-05,s13_2,16S only
Odoribacter,0,7.55E-05,s13_2,16S only
Olsenella,0.000145704,0,s13_2,2b only
Olsenella_E,0,0.00056612,s13_2,16S only
Oribacterium,0.000874664,0.00152853,s13_2,shared
Oscillibacter,0,0.00118886,s13_2,16S only
Ottowia,0.000633466,0.00100015,s13_2,shared
Parabacteroides,0,0.00105676,s13_2,16S only
Paracoccus,0,5.66E-05,s13_2,16S only
Paraeggerthella,0,0.00011322,s13_2,16S only
Parvimonas,0.001900366,0.00171724,s13_2,shared
Pauljensenia,0.002044168,0.00158514,s13_2,shared
Peptidiphaga,0.000497867,0,s13_2,2b only
Peptoanaerobacter,0.001702277,0.00100015,s13_2,shared
Peptostreptococcus,0,0.00041516,s13_2,16S only
Phascolarctobacterium_A,0,0.00337787,s13_2,16S only
Phocaeicola,0.000147032,7.55E-05,s13_2,shared
Porphyromonas,0.118249285,0.068331073,s13_2,shared
Prevotella,0.039145955,0.037873642,s13_2,shared
Prevotellamassilia,0,0.00384964,s13_2,16S only
Pseudoleptotrichia,0.000165596,0.00041516,s13_2,shared
Pyramidobacter,0,5.66E-05,s13_2,16S only
RC9,0,0.00211353,s13_2,16S only
RF16,0,0.0003208,s13_2,16S only
Romboutsia,0,0.00094354,s13_2,16S only
Roseburia,0,0.00822766,s13_2,16S only
Rothia,0.094380907,0.078068394,s13_2,shared
RQZE01,0,0.00024532,s13_2,16S only
RUG13077,0,0.00016984,s13_2,16S only
Ruminococcus_A,0,0.00101902,s13_2,16S only
Ruminococcus_E,0,0.00073596,s13_2,16S only
Ruthenibacterium,0,0.00030193,s13_2,16S only
Saccharimonas,0.00183819,0,s13_2,2b only
SDRW01,0.000673148,0,s13_2,2b only
Selenomonas,0.000176436,0.00039629,s13_2,shared
Selenomonas_A,0,0.00015097,s13_2,16S only
Simonsiella,6.42E-05,0,s13_2,2b only
Slackia,6.95E-05,0,s13_2,2b only
Slackia_A,0,0.00015097,s13_2,16S only
Soleaferrea,0,0.0001321,s13_2,16S only
Stenotrophomonas,0,5.66E-05,s13_2,16S only
Streptobacillus,0,0.00083031,s13_2,16S only
Streptococcus,0.170696689,0.221354181,s13_2,shared
Suttonella,0,0.00020758,s13_2,16S only
Syntrophomonas_A,0,0.0001321,s13_2,16S only
Tannerella,0.028661424,0.00417044,s13_2,shared
Terrisporobacter,0,0.00179272,s13_2,16S only
TM7x,0,0.00086806,s13_2,16S only
Treponema,0.001283246,0.00283062,s13_2,shared
Treponema_B,0.005326901,0.00194369,s13_2,shared
Treponema_C,0.004343573,0.00054725,s13_2,shared
Treponema_D,0.000690593,0.00128321,s13_2,shared
UBA1067,0,3.77E-05,s13_2,16S only
UBA1103,0.000688801,0.00011322,s13_2,shared
UBA1394,0,0.00020758,s13_2,16S only
UBA1417,0,0.00016984,s13_2,16S only
UBA3263,6.73E-05,0,s13_2,2b only
UBA3830,0,7.55E-05,s13_2,16S only
UBA4372,0,0.00162289,s13_2,16S only
UBA5446,0,0.00083031,s13_2,16S only
UBA644,0,7.55E-05,s13_2,16S only
UBA7173,0,0.00020758,s13_2,16S only
UBA733,0,0.00011322,s13_2,16S only
UBA7541,0,3.77E-05,s13_2,16S only
UBA8529,0,0.00052838,s13_2,16S only
UMGS1872,0,0.00033967,s13_2,16S only
UMGS1907,0.000309159,0,s13_2,2b only
UMGS363,0,0.00037742,s13_2,16S only
Vallitalea_A,0,0.00126434,s13_2,16S only
Veillonella,0.006411196,0.00283062,s13_2,shared
W11650,0.001818594,0,s13_2,2b only
W5053,0.002277088,0.00075483,s13_2,shared
Wolinella,0,0.00011322,s13_2,16S only
14_2,0,9.39E-05,s13_6,16S only
0-14-3-00-41-53,0,7.04E-05,s13_6,16S only
2-02-FULL-55-14,0,2.35E-05,s13_6,16S only
2-02-FULL-66-22,0,0.0003052,s13_6,16S only
2-12-FULL-64-23,0,0.00028172,s13_6,16S only
20CM-2-65-7,0,0.00025825,s13_6,16S only
40CM-4-68-19,0,0.00023477,s13_6,16S only
4572-78,0,0.00018782,s13_6,16S only
Abiotrophia,0.000793131,0.00063388,s13_6,shared
Abyssisolibacter,0,0.00011738,s13_6,16S only
AC-14,0,0.00032868,s13_6,16S only
AC-51,0,0.00028172,s13_6,16S only
AC-69,0,0.00037563,s13_6,16S only
Acetobacteroides,0,0.00011738,s13_6,16S only
Acetomicrobium,0,0.00089212,s13_6,16S only
Achromobacter,1.88E-05,0,s13_6,2b only
Acinetobacter,0.000100244,0,s13_6,2b only
