"Species","col_mpa","col_2bp","Group"
"Alloprevotella_tannerae",0.011077448,0.010050045,"s11_14"
"Anaeroglobus_geminatus",7.71e-05,0.000552702,"s11_14"
"Anaeroglobus_micronuciformis",0.000205014,0.000652216,"s11_14"
"Bulleidia_extructa",0.000943336,0.001164328,"s11_14"
"Campylobacter_A_rectus",0.015957142,0.011415049,"s11_14"
"Campylobacter_B_gracilis",0.000520367,0.000237793,"s11_14"
"Capnocytophaga_gingivalis",1.27e-05,0.000570081,"s11_14"
"Capnocytophaga_leadbetteri",0.001636365,0.002289492,"s11_14"
"Capnocytophaga_ochracea",0.000663968,0.001416253,"s11_14"
"Capnocytophaga_sp000466425",0.000224312,0.000430978,"s11_14"
"Capnocytophaga_sputigena",0.001134047,0.001246853,"s11_14"
"Cardiobacterium_hominis",0.001023934,0.001380764,"s11_14"
"Cardiobacterium_valvarum",0.000579738,0.000759291,"s11_14"
"Catonella_morbi",0.000692121,0.001768083,"s11_14"
"Corynebacterium_matruchotii",0.00476663,0.004974323,"s11_14"
"Desulfobulbus_oralis",0.000894978,0.001160663,"s11_14"
"Dialister_invisus",0.001208401,0.002578018,"s11_14"
"Eubacterium_B_infirmum",0.000683493,0.00081544,"s11_14"
"Eubacterium_M_brachy",0.020230308,0.019345359,"s11_14"
"F0058_sp000163695",0.00753795,0.005325331,"s11_14"
"F0422_sp003992055",8.5e-05,0.001210495,"s11_14"
"Filifactor_alocis",0.043079141,0.036789821,"s11_14"
"Fretibacterium_fastidiosum",0.004796599,0.004159735,"s11_14"
"Fusobacterium_nucleatum_J",0.033852721,0.035088625,"s11_14"
"Gemella_haemolysans_B",0.010414047,0.006469885,"s11_14"
"Gemella_morbillorum",0.021126761,0.018220394,"s11_14"
"Gemella_sanguinis",0.005019208,0.005539249,"s11_14"
"GN02-872_sp003260325",0.003322224,0.003944712,"s11_14"
"GN02-873_sp003260345",0.001452579,0.001312075,"s11_14"
"Granulicatella_adiacens",0.001278669,0.001984987,"s11_14"
"Granulicatella_elegans",0.008070691,0.002592017,"s11_14"
"Granulicatella_sp001058355",0.004695454,0.003698692,"s11_14"
"Haemophilus_A_parahaemolyticus",0.003149903,0.00405113,"s11_14"
"Haemophilus_A_sputorum",0.025747747,0.025905745,"s11_14"
"Haemophilus_D_parainfluenzae",0.022224142,0.009554495,"s11_14"
"HOT-345_sp013333605",0.001575406,0.001853103,"s11_14"
"JABCPE02_sp013333255",0.002122791,0.001611006,"s11_14"
"JABCPH02_sp013333235",0.002197259,0.002209105,"s11_14"
"Johnsonella_ignava",0.000169823,0.000499228,"s11_14"
"Johnsonella_sp900766185",5.11e-05,0.000528371,"s11_14"
"Kingella_A_denitrificans",0.000659768,0.001076762,"s11_14"
"Kingella_B_oralis",0.000149617,0.000360016,"s11_14"
"Lancefieldella_rimae",0.00155361,0.001018676,"s11_14"
"Lautropia_mirabilis",0.006981143,0.004152181,"s11_14"
"Leptotrichia_A_sp000469505",0.002568917,0.002167117,"s11_14"
"Leptotrichia_A_sp001274535",0.002737719,0.001697575,"s11_14"
"Leptotrichia_buccalis",0.029023088,0.015278172,"s11_14"
"Leptotrichia_hofstadii",0.001388328,0.00394584,"s11_14"
"Leptotrichia_massiliensis",0.00668259,0.00487342,"s11_14"
"Leptotrichia_sp002240055",0.002425657,0.002694415,"s11_14"
"Leptotrichia_trevisanii",0.002056837,0.004154735,"s11_14"
"Leptotrichia_wadei_A",0.006974559,0.005538271,"s11_14"
"Mogibacterium_timidum",0.007762035,0.00996239,"s11_14"
"Neisseria_cinerea",0.001729791,0.002931802,"s11_14"
"Neisseria_elongata",0.00052627,0.001722541,"s11_14"
"Neisseria_sicca_B",0.002946025,0.004987376,"s11_14"
"Neisseria_sp000090875",0.019444308,0.012952729,"s11_14"
"Neisseria_sp002237445",0.000472463,0.00070914,"s11_14"
"Neisseria_subflava_C",0.03937209,0.004203642,"s11_14"
"Oribacterium_sinus",0.001777014,0.002542868,"s11_14"
"Ottowia_sp001262075",0.000533309,0.001021815,"s11_14"
"Parvimonas_micra",0.007883613,0.009740232,"s11_14"
"Pauljensenia_sp000278725",0.000330452,0.000701135,"s11_14"
"Peptidiphaga_gingivicola",0.00011227,0.000484429,"s11_14"
"Peptidiphaga_sp000466165",0.001417502,0.002148236,"s11_14"
"Peptoanaerobacter_stomatis",0.000217728,0.001790538,"s11_14"
"Phocaeicola_abscessus",0.000286066,0.000728038,"s11_14"
"Porphyromonas_catoniae",0.002125629,0.003436267,"s11_14"
"Porphyromonas_endodontalis",0.067373968,0.041389081,"s11_14"
"Porphyromonas_pasteri",0.0049486,0.005102883,"s11_14"
"Prevotella_baroniae",0.010181449,0.010620643,"s11_14"
"Prevotella_conceptionensis",0.002234038,0.002800873,"s11_14"
"Prevotella_denticola",0.002261056,0.003763187,"s11_14"
"Prevotella_enoeca",0.000544547,0.000853346,"s11_14"
"Prevotella_histicola",0.002181025,0.002843983,"s11_14"
"Prevotella_intermedia",0.034027085,0.041219078,"s11_14"
"Prevotella_jejuni",0.000219544,0.001902114,"s11_14"
"Prevotella_koreensis",0.012048596,0.009946904,"s11_14"
"Prevotella_loescheii",0.003242761,0.002998392,"s11_14"
"Prevotella_maculosa",8.82e-05,0.00045536,"s11_14"
"Prevotella_melaninogenica",0.023227529,0.018493671,"s11_14"
"Prevotella_multiformis",0.001588233,0.001768099,"s11_14"
"Prevotella_multisaccharivorax",9.33e-05,0.0004361,"s11_14"
"Prevotella_nanceiensis",0.00486278,0.002840308,"s11_14"
"Prevotella_nigrescens",0.010739504,0.011387369,"s11_14"
"Prevotella_oris",0.004395993,0.004506515,"s11_14"
"Prevotella_oulorum",0.000195024,0.000596868,"s11_14"
"Prevotella_pallens",0.002952041,0.003601489,"s11_14"
"Prevotella_pleuritidis",0.02010453,0.022005107,"s11_14"
"Prevotella_seregens",1.57e-05,0.000394212,"s11_14"
"Prevotella_sp000257925",0.000965018,0.001423211,"s11_14"
"Prevotella_sp000467895",0.006666244,0.005317001,"s11_14"
"Prevotella_veroralis",0.0003888,0.00086657,"s11_14"
"Pseudoramibacter_alactolyticus",0.000182197,0.000399452,"s11_14"
"Rothia_aeria",0.001975898,0.002412343,"s11_14"
"Rothia_dentocariosa",0.001681999,0.003076832,"s11_14"
"Rothia_mucilaginosa",0.005242725,0.003973549,"s11_14"
"Rothia_mucilaginosa_A",0.001118381,0.001930564,"s11_14"
"Scardovia_wiggsiae",9.77e-05,0.000513777,"s11_14"
"Selenomonas_sputigena",0.000248378,0.000726013,"s11_14"
"Shuttleworthia_satelles",0.000581781,0.000566383,"s11_14"
"Streptococcus_cristatus",0.001637273,0.002347371,"s11_14"
"Streptococcus_gordonii",0.001466088,0.002980435,"s11_14"
"Streptococcus_parasanguinis_B",0.007388901,0.009323461,"s11_14"
"Streptococcus_salivarius",0.032085242,0.041418087,"s11_14"
"Streptococcus_sanguinis",0.019097056,0.022511208,"s11_14"
"Streptococcus_sinensis",0.002720237,0.002921068,"s11_14"
"Tannerella_forsythia",0.017516201,0.021578814,"s11_14"
"Tannerella_sp003033925",0.001020415,0.001080521,"s11_14"
"Treponema_B_denticola",0.00346117,0.005197246,"s11_14"
"Treponema_C_lecithinolyticum",0.001277534,0.001467301,"s11_14"
"Veillonella_atypica",0.002107239,0.003556268,"s11_14"
"Veillonella_parvula_A",0.006589392,0.007773201,"s11_14"
"Veillonella_rogosae",0.00260127,0.002787988,"s11_14"
"W11650_sp002999035",8.74e-05,0.000787168,"s11_14"
"Actinomyces_graevenitzii",0.000346961,0.000836348,"s11_2"
"Aggregatibacter_segnis",0.018838115,0.012617803,"s11_2"
"Aggregatibacter_sp000466335",0.007462364,0.003494945,"s11_2"
"Alloprevotella_tannerae",0.01059118,0.008836265,"s11_2"
"Arachnia_sp013333945",0.00049698,0.000854431,"s11_2"
"Bulleidia_extructa",0.001463916,0.002256365,"s11_2"
"Campylobacter_A_rectus",0.025790306,0.017179724,"s11_2"
"Capnocytophaga_gingivalis",0.001177495,0.0021678,"s11_2"
"Capnocytophaga_leadbetteri",0.000110653,0.000734851,"s11_2"
"Capnocytophaga_ochracea",0.000952572,0.002037713,"s11_2"
"Capnocytophaga_sputigena",0.001099932,0.005166516,"s11_2"
"Cardiobacterium_hominis",0.001222608,0.002036931,"s11_2"
"Corynebacterium_durum",6.3e-05,0.000887011,"s11_2"
"Corynebacterium_matruchotii",0.000578161,0.00128864,"s11_2"
"Desulfobulbus_oralis",0.00192121,0.002337074,"s11_2"
"Dialister_invisus",0.001152173,0.002409621,"s11_2"
"Eikenella_corrodens",0.000354515,0.001051464,"s11_2"
"Eubacterium_M_brachy",0.006690135,0.006510601,"s11_2"
"Eubacterium_N_saphenum",0.022941527,0.020436552,"s11_2"
"F0058_sp000163695",0.003834121,0.00297572,"s11_2"
"Filifactor_alocis",0.023246674,0.020154143,"s11_2"
"Fretibacterium_fastidiosum",0.002764193,0.003134865,"s11_2"
"Fusobacterium_nucleatum_J",0.038908414,0.021111273,"s11_2"
"Fusobacterium_pseudoperiodonticum",0.023354667,0.023173171,"s11_2"
"Fusobacterium_vincentii",0.032188701,0.037495237,"s11_2"
"Gemella_sanguinis",0.006310298,0.006500539,"s11_2"
"Granulicatella_adiacens",0.000799573,0.002247341,"s11_2"
"Granulicatella_sp001058355",0.000973,0.00215888,"s11_2"
"Haemophilus_A_parahaemolyticus",0.003735066,0.004206855,"s11_2"
"Haemophilus_A_sputorum",0.033947974,0.03756811,"s11_2"
"Haemophilus_D_parainfluenzae",0.093642632,0.022831429,"s11_2"
"HOT-345_sp013333295",0.004684978,0.003167471,"s11_2"
"JABCPE02_sp013333255",0.00325745,0.003014754,"s11_2"
"Lautropia_dentalis",0.004101071,0.004493181,"s11_2"
"Lautropia_mirabilis",0.014699912,0.010390218,"s11_2"
"Mogibacterium_timidum",0.0045656,0.005151835,"s11_2"
"Neisseria_elongata",0.002597256,0.00477288,"s11_2"
"Neisseria_mucosa",0.019362014,0.008341778,"s11_2"
"Neisseria_sicca_B",0.006808023,0.002498534,"s11_2"
"Neisseria_sp000090875",0.021503466,0.01510963,"s11_2"
"Neisseria_subflava_C",0.142906344,0.017776851,"s11_2"
"Parvimonas_micra",0.002235294,0.004774189,"s11_2"
"Pauljensenia_sp000278725",0.000558371,0.000889341,"s11_2"
"Porphyromonas_catoniae",0.00302593,0.003298014,"s11_2"
"Porphyromonas_endodontalis",0.011212432,0.006976442,"s11_2"
"Porphyromonas_gingivalis",0.079926893,0.102254054,"s11_2"
"Porphyromonas_pasteri",0.055167041,0.047372545,"s11_2"
"Porphyromonas_sp000467855",0.004322058,0.003341445,"s11_2"
"Porphyromonas_sp003640335",0.001090143,0.001592728,"s11_2"
"Prevotella_aurantiaca",0.004458139,0.003843322,"s11_2"
"Prevotella_baroniae",0.000864901,0.001476488,"s11_2"
"Prevotella_conceptionensis",0.001072162,0.002276563,"s11_2"
"Prevotella_enoeca",0.001493707,0.001826144,"s11_2"
"Prevotella_intermedia",0.020955521,0.028679669,"s11_2"
"Prevotella_koreensis",0.003120729,0.00256956,"s11_2"
"Prevotella_loescheii",0.000256098,0.000927215,"s11_2"
"Prevotella_melaninogenica",0.002881549,0.002889028,"s11_2"
"Prevotella_nanceiensis",0.001582868,0.001152319,"s11_2"
"Prevotella_nigrescens",0.000439313,0.001765715,"s11_2"
"Prevotella_oris",0.00926441,0.008496688,"s11_2"
"Prevotella_pleuritidis",0.004090963,0.006631939,"s11_2"
"Prevotella_seregens",0.002210929,0.00306005,"s11_2"
"Prevotella_shahii",0.002430852,0.002143707,"s11_2"
"Rothia_aeria",0.010637888,0.012556876,"s11_2"
"Rothia_dentocariosa",0.000190983,0.001504685,"s11_2"
"Rothia_mucilaginosa",0.012582399,0.00535095,"s11_2"
"Streptococcus_sanguinis",0.013200885,0.008927355,"s11_2"
"Tannerella_forsythia",0.023544904,0.026931435,"s11_2"
"Tannerella_sp003033925",0.000136507,0.00091277,"s11_2"
"Treponema_B_denticola",0.003636755,0.005952782,"s11_2"
"Treponema_C_lecithinolyticum",0.006359347,0.005175727,"s11_2"
"Treponema_C_maltophilum",0.000177896,0.000592554,"s11_2"
"Veillonella_parvula_A",0.000369729,0.002564357,"s11_2"
"Veillonella_rogosae",0.02261808,0.008453536,"s11_2"
"Veillonella_tobetsuensis",0.00056135,0.001640945,"s11_2"
"W11650_sp002999035",0.002963581,0.001938022,"s11_2"
"W5053_sp000467935",0.002795155,0.003501199,"s11_2"
"Abiotrophia_defectiva",0.000446397,0.000341652,"s11_6"
"Abiotrophia_sp001815865",0.000409615,0.000269724,"s11_6"
"Actinomyces_dentalis",0.000644852,0.000333835,"s11_6"
"Actinomyces_gerencseriae",0.001000986,0.00090072,"s11_6"
"Actinomyces_graevenitzii",0.000726509,0.000680294,"s11_6"
"Actinomyces_johnsonii",0.000192513,0.000185571,"s11_6"
"Actinomyces_massiliensis",0.000774356,0.000858224,"s11_6"
"Actinomyces_naeslundii",0.000425291,0.00084102,"s11_6"
"Actinomyces_oris",0.001556703,0.000971919,"s11_6"
"Actinomyces_sp002999235",6.9e-05,0.000163539,"s11_6"
"Actinomyces_timonensis",2.51e-05,9.80729e-05,"s11_6"
"Aggregatibacter_segnis",0.010241924,0.016799969,"s11_6"
"Aggregatibacter_sp000466335",0.085918848,0.029906631,"s11_6"
"Allisonella_pneumosintes",2.24e-05,0.000139192,"s11_6"
"Alloprevotella_rava",8.21e-05,8.61609e-05,"s11_6"
"Alloprevotella_tannerae",0.005998439,0.005040836,"s11_6"
"Anaeroglobus_micronuciformis",6.62e-05,0.000120623,"s11_6"
"Arachnia_propionica",0.000768516,0.00104128,"s11_6"
"Arachnia_sp013333945",0.000226221,0.000278221,"s11_6"
"Bergeyella_A_cardium",0.004767748,0.004482313,"s11_6"
"Brevibacillus_D_fluminis",3.67e-05,3.21544e-05,"s11_6"
"Bulleidia_extructa",0.000155732,0.000148131,"s11_6"
"Campylobacter_A_concisus_T",0.000626206,0.000841255,"s11_6"
"Campylobacter_A_rectus",0.001077623,0.000735849,"s11_6"
"Campylobacter_A_showae_A",0.00031464,0.000170008,"s11_6"
"Campylobacter_B_gracilis",0.000854783,0.000228099,"s11_6"
"Capnocytophaga_gingivalis",0.005181257,0.004487168,"s11_6"
"Capnocytophaga_granulosa",0.001188274,0.001214783,"s11_6"
"Capnocytophaga_leadbetteri",0.003525787,0.003077899,"s11_6"
"Capnocytophaga_ochracea",0.001185406,0.001600882,"s11_6"
"Capnocytophaga_sp000192225",4.15e-05,0.00018171,"s11_6"
"Capnocytophaga_sp000466425",2.96e-05,0.00013722,"s11_6"
"Capnocytophaga_sputigena",0.002868948,0.002600351,"s11_6"
"Cardiobacterium_hominis",0.001774727,0.001599378,"s11_6"
"Cardiobacterium_valvarum",0.000377137,0.000284573,"s11_6"
"Catonella_morbi",0.000288206,0.000213591,"s11_6"
"Centipeda_noxia",0.000123971,0.00021345,"s11_6"
"Corynebacterium_durum",0.005034439,0.004172313,"s11_6"
"Corynebacterium_matruchotii",0.011988476,0.012007477,"s11_6"
"Cutibacterium_acnes",0.000850275,0.001023043,"s11_6"
"Desulfovibrio_sp003860215",1.23e-06,2.22707e-05,"s11_6"
"Dialister_invisus",0.001517155,0.001689988,"s11_6"
"Eikenella_corrodens",0.001578423,0.001964979,"s11_6"
"Eikenella_halliae",0.000647004,0.000458121,"s11_6"
"Eubacterium_B_infirmum",0.000174071,0.000209405,"s11_6"
"Eubacterium_M_brachy",0.00075786,0.000664402,"s11_6"
"Eubacterium_N_saphenum",0.000200402,0.000189214,"s11_6"
"F0058_sp000163695",0.003227233,0.002119727,"s11_6"
"F0422_sp001553345",0.004957802,0.00562688,"s11_6"
"Filifactor_alocis",0.001219318,0.000845857,"s11_6"
"Fretibacterium_fastidiosum",0.000120897,0.000135226,"s11_6"
"Fructilactobacillus_sanfranciscensis",1.07e-05,0.000103023,"s11_6"
"Fusobacterium_animalis",0.002149303,0.001834799,"s11_6"
"Fusobacterium_massiliense",0.000726612,0.000931513,"s11_6"
"Fusobacterium_nucleatum_J",0.001698603,0.000968774,"s11_6"
"Fusobacterium_polymorphum",0.002405953,0.0042865,"s11_6"
"Fusobacterium_pseudoperiodonticum",0.011968395,0.00461321,"s11_6"
"Fusobacterium_vincentii",0.003941653,0.00492885,"s11_6"
"Gemella_haemolysans_A",0.005582164,0.004720065,"s11_6"
"Gemella_haemolysans_B",0.000428672,0.000288326,"s11_6"
"Gemella_morbillorum",0.010638118,0.007646326,"s11_6"
"Gemella_sanguinis",0.009903925,0.008522686,"s11_6"
"GN02-872_sp003260325",0.002066827,0.001637472,"s11_6"
"GN02-873_sp003260345",0.004454645,0.002040397,"s11_6"
"Granulicatella_adiacens",0.006006123,0.004469326,"s11_6"
"Granulicatella_elegans",0.008206039,0.002381866,"s11_6"
"Granulicatella_sp001058355",0.005427764,0.003389297,"s11_6"
"Haemophilus_A_sputorum",0.018420095,0.01883692,"s11_6"
"Haemophilus_D_parainfluenzae",0.114923989,0.014332074,"s11_6"
"HOT-345_sp003260355",0.001478222,0.000838362,"s11_6"
"HOT-345_sp013333295",0.002927655,0.001443972,"s11_6"
"HOT-345_sp013333605",0.003409296,0.001828808,"s11_6"
"JABCPE02_sp013333255",0.008273967,0.0040017,"s11_6"
"Johnsonella_ignava",0.000377445,0.000328769,"s11_6"
"Johnsonella_sp900766185",0.000566679,0.00042978,"s11_6"
"Kingella_A_denitrificans",0.001907407,0.001607242,"s11_6"
"Kingella_B_oralis",0.000277448,0.000340404,"s11_6"
"Kingella_kingae",0.000270072,0.000267958,"s11_6"
"Lachnoanaerobaculum_saburreum",0.0001586,0.000196401,"s11_6"
"Lachnoanaerobaculum_sp000209465",0.001141657,0.000984764,"s11_6"
"Lachnoanaerobaculum_sp000287675",0.001188787,0.00054061,"s11_6"
"Lancefieldella_parvula",8.65e-05,4.75262e-05,"s11_6"
"Lancefieldella_rimae",0.000186571,0.000182914,"s11_6"
"Lancefieldella_sp000564995",6.03e-05,0.000122073,"s11_6"
"Lautropia_dentalis",0.001621659,0.001463305,"s11_6"
"Lautropia_mirabilis",0.004602898,0.003011707,"s11_6"
"Lawsonella_clevelandensis_A",4.37e-05,0.000127017,"s11_6"
"Leptotrichia_A_sp000469505",0.001962527,0.001960614,"s11_6"
"Leptotrichia_A_sp001274535",0.004756171,0.00133796,"s11_6"
"Leptotrichia_buccalis",0.001972875,0.001253107,"s11_6"
"Leptotrichia_hofstadii",0.001050062,0.001905287,"s11_6"
"Leptotrichia_hongkongensis",0.00115887,0.000822262,"s11_6"
"Leptotrichia_massiliensis",0.00538043,0.003209278,"s11_6"
"Leptotrichia_sp013394795",9.93e-05,0.000280568,"s11_6"
"Leptotrichia_trevisanii",0.000208496,0.000938323,"s11_6"
"Leptotrichia_wadei_A",0.000376215,0.000466654,"s11_6"
"Mogibacterium_diversum",0.000117618,0.000168935,"s11_6"
"Mogibacterium_timidum",0.000253679,0.00027771,"s11_6"
"Neisseria_cinerea",4.91e-05,0.000549621,"s11_6"
"Neisseria_elongata",0.016034736,0.017371847,"s11_6"
"Neisseria_sicca_B",0.003433373,0.000814787,"s11_6"
"Neisseria_sp000090875",0.010057095,0.006158581,"s11_6"
"Neisseria_subflava_C",0.165762722,0.01352217,"s11_6"
"Oribacterium_parvum",4.22e-05,8.82807e-05,"s11_6"
"Oribacterium_sinus",0.000660221,0.001254978,"s11_6"
"Oribacterium_sp000160135",0.000159215,0.000159751,"s11_6"
"Ottowia_sp001262075",0.001472792,0.00133377,"s11_6"
"Parvimonas_micra",0.003235839,0.002945721,"s11_6"
"Pauljensenia_cardiffensis",1.68e-05,7.15168e-05,"s11_6"
"Pauljensenia_hongkongensis",8.03e-05,0.000229605,"s11_6"
"Pauljensenia_sp000185285",0.000365765,0.000454788,"s11_6"
"Pauljensenia_sp000278725",0.000328778,0.000187767,"s11_6"
"Pauljensenia_sp000308055",0.00021075,0.000200918,"s11_6"
"Pauljensenia_sp000411415",0.001174955,4.05293e-05,"s11_6"
"Pauljensenia_sp902373545",0.001150161,0.000841396,"s11_6"
"Peptidiphaga_gingivicola",0.000680302,0.000330185,"s11_6"
"Peptidiphaga_sp000466165",0.000962463,0.001303825,"s11_6"
"Peptoanaerobacter_stomatis",3.18e-06,8.89411e-05,"s11_6"
"Peptoanaerobacter_yurii",0.000114033,0.00020665,"s11_6"
"Porphyromonas_catoniae",0.001578321,0.002222551,"s11_6"
"Porphyromonas_endodontalis",0.001828414,0.001134332,"s11_6"
"Porphyromonas_gingivalis",0.002756759,0.003228324,"s11_6"
"Porphyromonas_pasteri",0.040250613,0.03467109,"s11_6"
"Porphyromonas_sp000467855",0.011139021,0.006507696,"s11_6"
"Porphyromonas_sp003640335",0.004372374,0.002832049,"s11_6"
"Prevotella_aurantiaca",0.000184317,0.000254464,"s11_6"
"Prevotella_baroniae",3.75e-05,9.97371e-05,"s11_6"
"Prevotella_conceptionensis",0.001957507,0.001647958,"s11_6"
"Prevotella_enoeca",2.9e-05,0.000110817,"s11_6"
"Prevotella_histicola",1.22e-05,0.000128988,"s11_6"
"Prevotella_intermedia",0.001958532,0.002463778,"s11_6"
"Prevotella_koreensis",0.000384719,0.000342888,"s11_6"
"Prevotella_loescheii",0.001524737,0.001258607,"s11_6"
"Prevotella_maculosa",0.000280932,0.000294202,"s11_6"
"Prevotella_marshii",6.88e-05,9.78764e-05,"s11_6"
"Prevotella_melaninogenica",0.005045299,0.004386713,"s11_6"
"Prevotella_micans",0.000122741,0.000133671,"s11_6"
"Prevotella_nanceiensis",0.001400254,0.000836213,"s11_6"
"Prevotella_nigrescens",0.000291382,0.000500165,"s11_6"
"Prevotella_oris",0.000822202,0.000800561,"s11_6"
"Prevotella_oulorum",0.000269354,0.0002969,"s11_6"
"Prevotella_pallens",0.001691124,0.001340255,"s11_6"
"Prevotella_pleuritidis",0.002742313,0.002749598,"s11_6"
"Prevotella_saccharolytica",0.000312386,0.000290661,"s11_6"
"Prevotella_shahii",0.000740955,0.000611162,"s11_6"
"Prevotella_sp000163055",0.001668276,0.001273671,"s11_6"
"Prevotella_sp000467895",0.00056002,0.000602719,"s11_6"
"Prevotella_sp013333935",3.81e-05,8.51081e-05,"s11_6"
"Prevotella_veroralis",0.000240565,0.000280727,"s11_6"
"Pseudoleptotrichia_goodfellowii",0.000229499,0.000317958,"s11_6"
"Rothia_aeria",0.013991986,0.015539788,"s11_6"
"Rothia_dentocariosa",0.02531102,0.031441525,"s11_6"
"Rothia_mucilaginosa",0.030756099,0.035432871,"s11_6"
"Rothia_mucilaginosa_A",1.08e-05,0.000252611,"s11_6"
"Saccharimonas_sp010202265",4.57e-05,7.93119e-05,"s11_6"
"SDRK01_sp007845205",0.000457974,0.000381837,"s11_6"
"SDRW01_sp007845485",0.002004124,0.002170097,"s11_6"
"Selenomonas_sputigena",0.000101021,0.000110247,"s11_6"
"Simonsiella_muelleri",0.000527951,0.000486309,"s11_6"
"Streptococcus_constellatus",0.000105221,0.000331533,"s11_6"
"Streptococcus_cristatus",0.005019173,0.003500266,"s11_6"
"Streptococcus_gordonii",0.000759909,0.001059974,"s11_6"
"Streptococcus_infantis",0.011236353,0.00130657,"s11_6"
"Streptococcus_intermedius",0.000676716,0.000687025,"s11_6"
"Streptococcus_oralis_S",0.013971392,0.003030863,"s11_6"
"Streptococcus_parasanguinis_B",0.000665139,0.000801656,"s11_6"
"Streptococcus_rubneri",0.001243395,0.00158784,"s11_6"
