"Species","col_2b","col_WMS","Group"
"Peptidiphaga_sp000466165",0.000131361,0.000146912,"s17_12"
"Peptoanaerobacter_stomatis",0.000175122,0.000140608,"s17_12"
"Peptoanaerobacter_yurii",0.000110205,0.000162669,"s17_12"
"Peptostreptococcus_stomatis",0.000120095,0.000308787,"s17_12"
"Porphyromonas_catoniae",0.000918511,0.000618453,"s17_12"
"Porphyromonas_endodontalis",0.00277934,0.002203168,"s17_12"
"Porphyromonas_gingivalis",4.31e-05,0.000434584,"s17_12"
"Porphyromonas_pasteri",0.016547785,0.012478357,"s17_12"
"Porphyromonas_sp000467855",0.00037231,0.00028723,"s17_12"
"Porphyromonas_sp003640335",6.22e-05,0.000108926,"s17_12"
"Prevotella_aurantiaca",7.08e-05,0.000106298,"s17_12"
"Prevotella_baroniae",5.88e-05,7.28991e-05,"s17_12"
"Prevotella_buccae",8.12e-05,5.1451e-05,"s17_12"
"Prevotella_conceptionensis",0.000787075,0.000672385,"s17_12"
"Prevotella_denticola",3.05e-05,2.60537e-05,"s17_12"
"Prevotella_enoeca",0.000550125,0.000425926,"s17_12"
"Prevotella_histicola",0.000128538,4.72454e-05,"s17_12"
"Prevotella_intermedia",0.003463383,0.003218262,"s17_12"
"Prevotella_koreensis",0.000421931,0.000351198,"s17_12"
"Prevotella_loescheii",0.00224884,0.002039947,"s17_12"
"Prevotella_maculosa",5.3e-05,6.32217e-05,"s17_12"
"Prevotella_melaninogenica",0.000159833,0.000236371,"s17_12"
"Prevotella_melaninogenica_A",9.08e-05,0.000108105,"s17_12"
"Prevotella_micans",0.000125658,0.000109125,"s17_12"
"Prevotella_nanceiensis",0.000830326,0.000759295,"s17_12"
"Prevotella_nigrescens",0.000447419,0.000435162,"s17_12"
"Prevotella_oralis",2.95e-05,2.82643e-05,"s17_12"
"Prevotella_oris",0.001492077,0.001276664,"s17_12"
"Prevotella_oulorum",2.94e-05,2.58944e-05,"s17_12"
"Prevotella_pallens",9.08e-05,9.70293e-05,"s17_12"
"Prevotella_pleuritidis",0.005227603,0.004612905,"s17_12"
"Prevotella_saccharolytica",7.35e-05,5.51975e-05,"s17_12"
"Prevotella_salivae",5.57e-05,6.10491e-05,"s17_12"
"Prevotella_seregens",0.000407771,0.000378847,"s17_12"
"Prevotella_shahii",0.000190206,0.000172812,"s17_12"
"Prevotella_sp000163055",7.67e-05,8.66584e-05,"s17_12"
"Prevotella_sp000467895",1.71e-05,5.45155e-05,"s17_12"
"Prevotella_sp003043925",9.58e-05,0.000119304,"s17_12"
"Prevotella_sp013333285",5.79e-05,6.88347e-05,"s17_12"
"Prevotella_veroralis",0.000175896,0.00013919,"s17_12"
"Pseudoleptotrichia_goodfellowii",0.000342583,0.000335208,"s17_12"
"QFNR01_sp003248485",8.7e-05,0.000148944,"s17_12"
"Rothia_aeria",0.017309879,0.015931006,"s17_12"
"Rothia_dentocariosa",0.026839894,0.024497362,"s17_12"
"Rothia_mucilaginosa",0.027568833,0.023921604,"s17_12"
"Rothia_mucilaginosa_A",0.002169989,0.001741335,"s17_12"
"Rothia_mucilaginosa_B",0.039660993,0.034958521,"s17_12"
"Rothia_sp001808955",0.013753851,0.015185847,"s17_12"
"Rothia_sp902373285",6.97e-05,0.00048209,"s17_12"
"Saccharimonas_sp013333675",4.83e-05,5.57147e-05,"s17_12"
"Selenomonas_sputigena",0.00010969,0.000116903,"s17_12"
"Shuttleworthia_satelles",3.04e-05,3.86509e-05,"s17_12"
"Slackia_exigua",5.3e-05,5.52907e-05,"s17_12"
"Streptococcus_chosunense",0.004779959,0.005241687,"s17_12"
"Streptococcus_constellatus",0.00026323,0.000518917,"s17_12"
"Streptococcus_cristatus",0.000958469,0.001111505,"s17_12"
"Streptococcus_cristatus_C",0.000497595,0.00064965,"s17_12"
"Streptococcus_gordonii",0.000661117,0.000509331,"s17_12"
"Streptococcus_infantis",0.000466136,0.000620827,"s17_12"
"Streptococcus_infantis_H",0.000630235,0.000736537,"s17_12"
"Streptococcus_infantis_I",0.000825227,0.000844408,"s17_12"
"Streptococcus_intermedius",0.000471059,0.000488315,"s17_12"
"Streptococcus_koreensis",0.002664301,0.002827789,"s17_12"
"Streptococcus_mitis",0.010815919,0.015256952,"s17_12"
"Streptococcus_mitis_AC",0.005283619,0.003195887,"s17_12"
"Streptococcus_mitis_AK",0.00371528,0.003546288,"s17_12"
"Streptococcus_mitis_AP",0.000949575,0.003163143,"s17_12"
"Streptococcus_mitis_BA",0.004191044,0.001793544,"s17_12"
"Streptococcus_mitis_BB",0.004784541,0.004560862,"s17_12"
"Streptococcus_mitis_BG",0.000705639,0.000875152,"s17_12"
"Streptococcus_mitis_BQ",0.003100694,0.004640182,"s17_12"
"Streptococcus_mitis_C",0.002197179,0.00315942,"s17_12"
"Streptococcus_mitis_N",0.003278602,0.004384914,"s17_12"
"Streptococcus_mitis_O",0.005039623,0.00840634,"s17_12"
"Streptococcus_oralis_BA",0.002272981,0.005114187,"s17_12"
"Streptococcus_oralis_Z",0.000573231,0.001632367,"s17_12"
"Streptococcus_pneumoniae",0.001032985,0.00128213,"s17_12"
"Streptococcus_pneumoniae_D",0.00493748,0.002226431,"s17_12"
"Streptococcus_pseudopneumoniae_O",0.006861022,0.006414727,"s17_12"
"Streptococcus_rubneri",0.000294166,0.000331622,"s17_12"
"Streptococcus_sanguinis",0.014059455,0.014341205,"s17_12"
"Streptococcus_sanguinis_A",0.00195321,0.002108132,"s17_12"
"Streptococcus_sanguinis_E",0.001535862,0.001532544,"s17_12"
"Streptococcus_sanguinis_F",0.00105098,0.001143678,"s17_12"
"Streptococcus_sanguinis_G",0.01178708,0.014213233,"s17_12"
"Streptococcus_sanguinis_H",0.00527789,0.006203754,"s17_12"
"Streptococcus_sanguinis_I",0.001266752,0.001146949,"s17_12"
"Streptococcus_sinensis",0.000199834,0.000254424,"s17_12"
"Streptococcus_sp000187745",0.006866022,0.005601317,"s17_12"
"Streptococcus_sp001587175",0.0001631,0.000739885,"s17_12"
"Streptococcus_sp001811505",0.001340159,0.000911067,"s17_12"
"Streptococcus_sp001814775",0.000620927,0.001077468,"s17_12"
"Streptococcus_sp004166885",0.000378518,0.000416142,"s17_12"
"Streptococcus_timonensis",0.000468371,0.00051634,"s17_12"
"Tannerella_forsythia",0.004644444,0.004068862,"s17_12"
"Tannerella_sp002890585",0.000490199,0.000441554,"s17_12"
"Tannerella_sp003033925",0.000195251,0.000197749,"s17_12"
"Treponema_B_denticola",0.000593361,0.000738146,"s17_12"
"Treponema_B_denticola_A",0.000198584,0.000238116,"s17_12"
"Treponema_C_lecithinolyticum",0.000809028,0.000859883,"s17_12"
"Treponema_C_maltophilum",4.45e-05,6.12891e-05,"s17_12"
"Treponema_D_buccale",3.39e-05,3.51092e-05,"s17_12"
"Treponema_D_paredis",1.38e-05,1.85132e-05,"s17_12"
"Treponema_D_socranskii",2.39e-05,1.97546e-05,"s17_12"
"Treponema_D_sp014334325",2.1e-05,1.86249e-05,"s17_12"
"Treponema_medium",0.000144374,0.00016571,"s17_12"
"Treponema_sp000775995",0.000172504,0.000144418,"s17_12"
"Treponema_sp010365865",0.000475848,0.000570191,"s17_12"
"Treponema_vincentii",7.83e-05,8.21876e-05,"s17_12"
"Veillonella_dispar_A",0.000248876,0.000347645,"s17_12"
"Veillonella_parvula_A",0.001320054,0.001255463,"s17_12"
"Veillonella_rogosae",0.000619797,0.000583006,"s17_12"
"Veillonella_sp900552445",0.001321227,0.001211041,"s17_12"
"Veillonella_tobetsuensis",0.000297839,0.000246954,"s17_12"
"W11650_sp002999035",0.000299707,0.000328285,"s17_12"
"Actinomyces_dentalis",0.000117232,0.00014488,"s17_14"
"Actinomyces_gerencseriae",0.000188637,0.000207072,"s17_14"
"Actinomyces_graevenitzii",0.001214613,0.001058902,"s17_14"
"Actinomyces_israelii",7.87e-05,9.37105e-05,"s17_14"
"Actinomyces_johnsonii",0.000277798,0.000406409,"s17_14"
"Actinomyces_massiliensis",0.000252899,0.000257711,"s17_14"
"Actinomyces_naeslundii",0.000591105,0.000553541,"s17_14"
"Actinomyces_oris",0.001196798,0.00103227,"s17_14"
"Actinomyces_oris_A",0.000414735,0.000317148,"s17_14"
"Actinomyces_oris_C",0.000217733,0.000231554,"s17_14"
"Actinomyces_oris_D",0.000285274,0.000210062,"s17_14"
"Actinomyces_sp000195595",0.000275182,0.00031837,"s17_14"
"Actinomyces_sp000220835",0.000235788,0.000346633,"s17_14"
"Actinomyces_sp001278845",6.71e-05,0.000127651,"s17_14"
"Aggregatibacter_aphrophilus",0.00048416,0.000698857,"s17_14"
"Aggregatibacter_segnis",0.008979476,0.012396302,"s17_14"
"Aggregatibacter_segnis_A",0.002837404,0.004634114,"s17_14"
"Aggregatibacter_sp000466335",0.001000485,0.001324886,"s17_14"
"Allisonella_pneumosintes",0.004078584,0.005605898,"s17_14"
"Alloprevotella_rava",0.000923565,0.000835217,"s17_14"
"Alloprevotella_tannerae",0.010348513,0.010921874,"s17_14"
"Anaeroglobus_geminatus",0.000946329,0.001010844,"s17_14"
"Anaeroglobus_micronuciformis",0.000652349,0.000616319,"s17_14"
"Arachnia_propionica",0.000177659,0.000162162,"s17_14"
"Arachnia_sp013333945",0.000144654,0.000121688,"s17_14"
"Bacillus_A_bombysepticus",5.23e-05,0.000275772,"s17_14"
"Bacteroides_D_sp013333835",0.000407655,0.00049232,"s17_14"
"Bifidobacterium_dentium",0.001811546,0.001703434,"s17_14"
"Bulleidia_extructa",0.000711954,0.00115283,"s17_14"
"Bulleidia_moorei",0.00095706,0.001209841,"s17_14"
"Campylobacter_A_rectus",0.003567361,0.004851524,"s17_14"
"Campylobacter_A_showae",0.000155521,0.00033304,"s17_14"
"Campylobacter_A_showae_A",0.000238798,0.000507409,"s17_14"
"Campylobacter_A_showae_B",0.000193004,0.000489098,"s17_14"
"Campylobacter_A_showae_D",0.000124973,0.000305364,"s17_14"
"Campylobacter_B_gracilis",0.00017385,0.0003426,"s17_14"
"Campylobacter_B_sp900539505",0.000188076,0.000193798,"s17_14"
"Capnocytophaga_endodontalis",0.000501227,0.000479162,"s17_14"
"Capnocytophaga_gingivalis",0.000479394,0.000346312,"s17_14"
"Capnocytophaga_granulosa",0.000578999,0.000496094,"s17_14"
"Capnocytophaga_haemolytica",0.000455346,0.000443308,"s17_14"
"Capnocytophaga_leadbetteri",0.001589536,0.001494054,"s17_14"
"Capnocytophaga_ochracea",0.001687052,0.001786748,"s17_14"
"Capnocytophaga_sp000318275",0.000735926,0.000773051,"s17_14"
"Capnocytophaga_sputigena",0.00105438,0.001248244,"s17_14"
"Cardiobacterium_hominis",0.001001762,0.001055533,"s17_14"
"Cardiobacterium_valvarum",0.000450662,0.000513956,"s17_14"
"Catonella_morbi",0.000955808,0.001432473,"s17_14"
"Centipeda_artemidis",0.000199538,0.000216679,"s17_14"
"Centipeda_felix",9.99e-05,0.000104563,"s17_14"
"Centipeda_infelix",0.000249809,0.000233873,"s17_14"
"Centipeda_massiliensis",0.000145073,0.000128229,"s17_14"
"Centipeda_noxia",0.000191897,0.000198281,"s17_14"
"Centipeda_periodontii",0.000119514,0.000179262,"s17_14"
"Centipeda_sp000286455",0.000139322,0.00012831,"s17_14"
"Centipeda_sp000318175",0.000122665,9.15446e-05,"s17_14"
"Centipeda_sp000468035",8.71e-05,9.40132e-05,"s17_14"
"Centipeda_sp001683335",0.000179274,0.000213298,"s17_14"
"Centipeda_sp001717585",0.00013175,0.000116018,"s17_14"
"Corynebacterium_durum",0.000223255,0.000195023,"s17_14"
"Corynebacterium_matruchotii",0.004658182,0.003903516,"s17_14"
"Cutibacterium_acnes",0.000151481,0.000174874,"s17_14"
"Desulfobulbus_oralis",0.000732279,0.000678696,"s17_14"
"Dialister_invisus",0.002699739,0.003075084,"s17_14"
"Eikenella_corrodens",0.000467384,0.00059968,"s17_14"
"Eubacterium_A_nodatum",0.016356345,0.02101327,"s17_14"
"Eubacterium_B_infirmum",0.000950065,0.001088339,"s17_14"
"Eubacterium_M_brachy",0.00875435,0.010901368,"s17_14"
"F0040_sp000318095",0.001778723,0.001917144,"s17_14"
"F0040_sp003639005",0.004892467,0.004568102,"s17_14"
"F0040_sp900095835",0.003710779,0.004532926,"s17_14"
"F0058_sp000163695",0.006778045,0.005863481,"s17_14"
"F0422_sp001553345",0.005238337,0.006507019,"s17_14"
"F0422_sp003992005",0.001288843,0.001379127,"s17_14"
"F0422_sp003992015",0.002121039,0.002529075,"s17_14"
"F0422_sp003992055",0.002189857,0.002254126,"s17_14"
"Filifactor_alocis",0.019467466,0.02534275,"s17_14"
"Flexilinea_sp001717545",0.000397544,0.00036924,"s17_14"
"Fretibacterium_fastidiosum",0.002659215,0.002511947,"s17_14"
"Fretibacterium_sp003860125",0.000120121,0.000139402,"s17_14"
"Fusobacterium_nucleatum_J",0.003499614,0.025734901,"s17_14"
"Gemella_haemolysans",0.002234376,0.003389216,"s17_14"
"Gemella_haemolysans_B",0.005504912,0.009130683,"s17_14"
"Gemella_morbillorum",0.003849262,0.005368833,"s17_14"
"Gemella_sanguinis",0.000883523,0.001399225,"s17_14"
"GN02-873_sp003260345",0.000418232,0.000633475,"s17_14"
"Granulicatella_adiacens",0.001517834,0.001897769,"s17_14"
"Granulicatella_elegans",0.003886915,0.005723895,"s17_14"
"Granulicatella_sp001058355",0.001126049,0.002204165,"s17_14"
"Haemophilus_A_parahaemolyticus",0.006943444,0.009628758,"s17_14"
"Haemophilus_A_paraphrohaemolyticus",0.000261486,0.000424626,"s17_14"
"Haemophilus_A_sputorum",0.010336956,0.014179804,"s17_14"
"Haemophilus_D_parainfluenzae",0.005882349,0.009004115,"s17_14"
"Haemophilus_D_parainfluenzae_K",0.002835453,0.006568798,"s17_14"
"Haemophilus_D_parainfluenzae_M",0.000939287,0.002359938,"s17_14"
"Haemophilus_haemolyticus",0.013675106,0.023784822,"s17_14"
"Haemophilus_sp002998595",0.00131842,0.001618298,"s17_14"
"JABCPE02_sp013333255",0.00175027,0.002053458,"s17_14"
"JABCPE02_sp013333875",0.00106352,0.00366813,"s17_14"
"Johnsonella_ignava",0.000270391,0.000449935,"s17_14"
"Kingella_A_denitrificans",0.000414984,0.000428721,"s17_14"
"Kingella_B_oralis",0.000298662,0.000380449,"s17_14"
"Lachnoanaerobaculum_gingivalis",0.000310428,0.000765092,"s17_14"
"Lachnoanaerobaculum_orale",0.000400028,0.000736055,"s17_14"
"Lancefieldella_rimae",0.001535376,0.001512437,"s17_14"
"Lancefieldella_sp000564995",0.000721384,0.000479372,"s17_14"
"Lautropia_dentalis",7.56e-05,9.79992e-05,"s17_14"
"Lautropia_mirabilis",0.002212719,0.002229172,"s17_14"
"Leptotrichia_A_sp000469505",0.001335619,0.002426433,"s17_14"
"Leptotrichia_buccalis",0.004427736,0.006066084,"s17_14"
"Leptotrichia_massiliensis",0.001223936,0.002595466,"s17_14"
"Leptotrichia_sp002240055",0.001726231,0.002112129,"s17_14"
"Leptotrichia_trevisanii",0.001329006,0.002340639,"s17_14"
"Leptotrichia_wadei",0.002299017,0.004275258,"s17_14"
"Leptotrichia_wadei_A",0.002404647,0.005954524,"s17_14"
"Mogibacterium_diversum",0.000452266,0.000495147,"s17_14"
"Mogibacterium_timidum",0.008688896,0.00744288,"s17_14"
"Neisseria_cinerea",0.011796519,0.013157006,"s17_14"
"Neisseria_elongata",0.000640439,0.000909992,"s17_14"
"Neisseria_flavescens_B",0.001140674,0.001079557,"s17_14"
"Neisseria_lactamica",0.000636844,0.000866686,"s17_14"
"Neisseria_meningitidis",0.001436734,0.001502875,"s17_14"
"Neisseria_mucosa_A",0.001362771,0.002018386,"s17_14"
"Neisseria_sicca_B",0.002787202,0.003095119,"s17_14"
"Neisseria_sp000090875",0.005193889,0.00626836,"s17_14"
"Neisseria_sp000186165",0.003449574,0.003386319,"s17_14"
"Neisseria_sp002237445",0.000118841,0.000107218,"s17_14"
"Neisseria_subflava",0.002978498,0.003068814,"s17_14"
"Neisseria_subflava_A",0.007275291,0.006354569,"s17_14"
"Neisseria_subflava_C",0.001971755,0.001593904,"s17_14"
"Olsenella_phocaeensis",0.000283552,0.000304109,"s17_14"
"Olsenella_sp001189515",0.00010077,5.9319e-05,"s17_14"
"Olsenella_uli",0.000164199,0.000216909,"s17_14"
"Oribacterium_asaccharolyticum",0.000305976,0.000455575,"s17_14"
"Oribacterium_sinus",0.000793633,0.00099996,"s17_14"
"Oribacterium_sp013394775",0.000207217,0.000163542,"s17_14"
"Ottowia_sp001262075",0.000416265,0.000381901,"s17_14"
"Parvimonas_micra",0.002534216,0.00415489,"s17_14"
"Pauljensenia_hongkongensis",0.000166211,0.000239518,"s17_14"
"Pauljensenia_odontolytica_A",0.000153034,0.000258315,"s17_14"
"Pauljensenia_odontolytica_B",0.000230529,0.000254846,"s17_14"
"Pauljensenia_odontolytica_C",0.00021698,0.000266024,"s17_14"
"Pauljensenia_sp000185285",0.000297444,0.000250599,"s17_14"
"Pauljensenia_sp000278725",0.001262796,0.001453194,"s17_14"
"Pauljensenia_sp000308055",0.000114844,0.000194512,"s17_14"
"Pauljensenia_sp000411415",0.000428564,0.000538534,"s17_14"
"Pauljensenia_sp001838165",0.000171559,0.000268766,"s17_14"
"Pauljensenia_sp900556405",0.000398777,0.000362526,"s17_14"
"Peptidiphaga_sp000466165",0.00081447,0.000837135,"s17_14"
"Peptoanaerobacter_margaretiae",0.000599963,0.000888752,"s17_14"
"Peptoanaerobacter_stomatis",0.000829894,0.002005655,"s17_14"
"Peptostreptococcus_stomatis",0.000785988,0.001525602,"s17_14"
"Phocaeicola_abscessus",0.000767801,0.000677664,"s17_14"
"Porphyromonas_catoniae",0.003235138,0.002776965,"s17_14"
"Porphyromonas_endodontalis",0.047145436,0.043273802,"s17_14"
"Porphyromonas_gingivalis",0.000348458,0.00057452,"s17_14"
"Porphyromonas_pasteri",0.004224438,0.00314446,"s17_14"
"Porphyromonas_sp000467855",0.000317695,0.000133984,"s17_14"
"Prevotella_baroniae",0.021359949,0.021116128,"s17_14"
"Prevotella_buccae",0.000421773,0.000436633,"s17_14"
"Prevotella_conceptionensis",0.007716794,0.007321746,"s17_14"
"Prevotella_denticola",0.003789981,0.003301427,"s17_14"
"Prevotella_enoeca",0.000987367,0.00101255,"s17_14"
"Prevotella_fusca",0.000291182,0.000249133,"s17_14"
"Prevotella_histicola",0.003859867,0.003128822,"s17_14"
"Prevotella_intermedia",0.042440111,0.04193822,"s17_14"
"Prevotella_jejuni",0.002309439,0.002121429,"s17_14"
"Prevotella_koreensis",0.006729284,0.005545296,"s17_14"
"Prevotella_loescheii",0.003846684,0.003412247,"s17_14"
"Prevotella_maculosa",0.000485022,0.000496463,"s17_14"
"Prevotella_marshii",0.00098765,0.00086108,"s17_14"
"Prevotella_melaninogenica",0.030556786,0.028861481,"s17_14"
"Prevotella_melaninogenica_A",0.006813809,0.005831045,"s17_14"
"Prevotella_micans",0.000533093,0.00048565,"s17_14"
"Prevotella_multiformis",0.005447198,0.005455867,"s17_14"
"Prevotella_multisaccharivorax",0.000304574,0.00031888,"s17_14"
"Prevotella_nanceiensis",0.002258776,0.002254339,"s17_14"
"Prevotella_nigrescens",0.034707247,0.034195701,"s17_14"
"Prevotella_oralis",0.000811301,0.000733853,"s17_14"
"Prevotella_oris",0.013908764,0.011579662,"s17_14"
"Prevotella_oulorum",0.000907606,0.000879408,"s17_14"
"Prevotella_pallens",0.002837317,0.002738629,"s17_14"
"Prevotella_pleuritidis",0.024254574,0.023251521,"s17_14"
"Prevotella_saccharolytica",0.000205094,0.000183622,"s17_14"
"Prevotella_salivae",0.00099797,0.000820771,"s17_14"
"Prevotella_scopos",0.001379827,0.001566103,"s17_14"
"Prevotella_seregens",0.000363219,0.000403912,"s17_14"
"Prevotella_shahii",0.00036558,0.000194392,"s17_14"
"Prevotella_sp000257925",0.002077989,0.001884192,"s17_14"
"Prevotella_sp000467895",0.013876383,0.013142903,"s17_14"
"Prevotella_sp003043925",0.000342202,0.000266557,"s17_14"
"Prevotella_sp003043945",0.000320572,0.00025221,"s17_14"
"Prevotella_sp013333285",0.000293183,0.000285882,"s17_14"
"Prevotella_sp013333935",0.001181558,0.001073708,"s17_14"
"Prevotella_veroralis",0.001509943,0.001440954,"s17_14"
"Pseudoramibacter_alactolyticus",0.000502943,0.000623641,"s17_14"
"Rodentibacter_sp901420285",0.000524559,0.000796796,"s17_14"
"Rothia_aeria",0.002134536,0.001857716,"s17_14"
"Rothia_dentocariosa",0.005310482,0.005140895,"s17_14"
"Rothia_mucilaginosa",0.001845869,0.001873712,"s17_14"
"Rothia_mucilaginosa_A",0.001742029,0.001430184,"s17_14"
"Rothia_mucilaginosa_B",0.001252679,0.001057434,"s17_14"
"Saccharimonas_sp010202265",0.000418263,0.00052423,"s17_14"
"Saccharimonas_sp013333625",0.000479568,0.000872749,"s17_14"
"Saccharimonas_sp013333675",0.000299209,0.000318469,"s17_14"
"Saccharimonas_sp013333845",0.000435558,0.000780494,"s17_14"
"Scardovia_wiggsiae",0.00036398,0.00032175,"s17_14"
"Selenomonas_sputigena",0.00077188,0.000813353,"s17_14"
"Shuttleworthia_satelles",0.000478411,0.000392264,"s17_14"
"Simonsiella_muelleri",0.000908093,0.000813368,"s17_14"
"Slackia_exigua",0.000205862,0.000246808,"s17_14"
"Stomatobaculum_longum",0.000140255,0.00012776,"s17_14"
"Streptococcus_anginosus_C",0.002794866,0.004836666,"s17_14"
"Streptococcus_chosunense",0.005117611,0.013639498,"s17_14"
"Streptococcus_gordonii",0.001209849,0.001874933,"s17_14"
"Streptococcus_mitis",0.020100024,0.009393239,"s17_14"
"Streptococcus_mitis_AK",0.0030591,0.011323357,"s17_14"
"Streptococcus_mitis_BB",0.006298675,0.020260917,"s17_14"
"Streptococcus_mitis_N",0.00547605,0.012568926,"s17_14"
"Streptococcus_mitis_O",0.013782118,0.031775374,"s17_14"
"Streptococcus_mitis_P",0.009471381,0.008034837,"s17_14"
"Streptococcus_oralis",0.004133515,0.007365238,"s17_14"
"Streptococcus_parasanguinis",0.001878285,0.003243246,"s17_14"
"Streptococcus_parasanguinis_B",0.002626505,0.0037639,"s17_14"
"Streptococcus_pneumoniae",0.0182808,0.007479287,"s17_14"
"Streptococcus_pneumoniae_D",0.011718263,0.014400941,"s17_14"
"Streptococcus_pseudopneumoniae_O",0.007569018,0.01978734,"s17_14"
"Streptococcus_salivarius",0.009646655,0.012016673,"s17_14"
"Streptococcus_sanguinis",0.00714978,0.009839411,"s17_14"
"Streptococcus_sinensis",0.002527463,0.003394949,"s17_14"
"Streptococcus_sp903645285",0.012011832,0.006486411,"s17_14"
"Tannerella_forsythia",0.020198806,0.019666882,"s17_14"
"Tannerella_sp002890585",0.000280094,0.000271623,"s17_14"
"Tannerella_sp003033925",0.00120599,0.001194876,"s17_14"
"Treponema_B_denticola",0.003823644,0.005340182,"s17_14"
"Treponema_B_denticola_A",0.001419935,0.002050396,"s17_14"
"Treponema_C_lecithinolyticum",0.000857604,0.000928527,"s17_14"
"Treponema_C_maltophilum",0.000205825,0.000277037,"s17_14"
"Treponema_D_buccale",0.000173912,0.000192487,"s17_14"
"Treponema_D_paredis",8.38e-05,8.57831e-05,"s17_14"
"Treponema_D_socranskii",0.000207107,0.000178895,"s17_14"
"Treponema_D_sp014334325",0.000127103,0.000112484,"s17_14"
"Treponema_D_sp014334335",0.000164417,0.000296251,"s17_14"
"Treponema_medium",0.000603422,0.000734608,"s17_14"
"Treponema_sp000775995",0.000663938,0.000725646,"s17_14"
"Treponema_sp010365865",0.000591216,0.000667716,"s17_14"
"Treponema_vincentii",0.001082378,0.001244325,"s17_14"
"UBA1103_sp004138455",0.000769924,0.000589076,"s17_14"
"UBA1103_sp013333515",0.000915361,0.00056304,"s17_14"
"UBA4285_sp900542465",0.000481699,0.00059527,"s17_14"
"UMGS1907_sp004151455",0.016035641,0.021362621,"s17_14"
"UMGS1907_sp900555945",0.00151069,0.001604885,"s17_14"
"Veillonella_atypica",0.004674175,0.004821754,"s17_14"
"Veillonella_dispar",0.001329356,0.005549566,"s17_14"
"Veillonella_dispar_A",0.002488312,0.005169054,"s17_14"
"Veillonella_infantium",0.002087546,0.002979831,"s17_14"
"Veillonella_parvula_A",0.009804213,0.010770149,"s17_14"
"Veillonella_rogosae",0.001995242,0.003019039,"s17_14"
"Veillonella_sp900538355",0.00053757,0.001752424,"s17_14"
"Veillonella_sp900545205",0.003794312,0.009359101,"s17_14"
"Veillonella_sp900757715",0.001692913,0.002016028,"s17_14"
"Veillonella_tobetsuensis",0.000637302,0.000506202,"s17_14"
"W11650_sp002999035",0.00041992,0.000415677,"s17_14"
"Actinomyces_naeslundii",0.000183141,0.000245416,"s17_2"
"Actinomyces_oris",0.000669954,0.000785385,"s17_2"
"Actinomyces_oris_A",0.000205594,0.000242451,"s17_2"
"Actinomyces_oris_E",0.000170557,0.000241251,"s17_2"
"Actinomyces_sp900323545",0.000124268,0.000158911,"s17_2"
"Aggregatibacter_aphrophilus",0.000919201,0.001046952,"s17_2"
"Aggregatibacter_kilianii",0.000364739,0.000696181,"s17_2"
"Aggregatibacter_segnis",0.010975944,0.01371306,"s17_2"
"Aggregatibacter_segnis_A",0.004567235,0.006199367,"s17_2"
"Aggregatibacter_sp000466335",0.002810527,0.003625475,"s17_2"
"Alloprevotella_rava",0.000173265,0.000294873,"s17_2"
"Alloprevotella_tannerae",0.005507892,0.007003121,"s17_2"
"Anaeroglobus_geminatus",0.000323902,0.000382958,"s17_2"
"Arachnia_propionica",0.000995761,0.001067362,"s17_2"
"Arachnia_sp013333735",0.000456645,0.000443305,"s17_2"
"Arachnia_sp013333945",0.000432505,0.000411945,"s17_2"
"Arachnia_sp900607225",0.000149764,0.00013278,"s17_2"
"Bacillus_A_bombysepticus",7.36e-05,0.000525989,"s17_2"
"Bergeyella_A_cardium",0.00040556,0.000352362,"s17_2"
"Brevibacillus_D_fluminis",5.28e-05,7.66173e-05,"s17_2"
"Bulleidia_extructa",0.00134582,0.001811011,"s17_2"
"Bulleidia_moorei",0.000621207,0.000526475,"s17_2"
"Campylobacter_A_rectus",0.008878061,0.012394139,"s17_2"
"Campylobacter_A_showae",0.000201377,0.000550652,"s17_2"
"Campylobacter_A_showae_B",0.000262726,0.00044846,"s17_2"
"Campylobacter_A_showae_E",0.000291948,0.000664903,"s17_2"
"Campylobacter_A_sp014253065",0.000192415,0.000571748,"s17_2"
"Capnocytophaga_endodontalis",0.000520553,0.000621774,"s17_2"
"Capnocytophaga_gingivalis",0.001229386,0.001028162,"s17_2"
"Capnocytophaga_leadbetteri",0.000898487,0.000846249,"s17_2"
"Capnocytophaga_ochracea",0.001393333,0.001627398,"s17_2"
"Capnocytophaga_sp000318275",0.000136834,0.000308535,"s17_2"
"Capnocytophaga_sputigena",0.003745518,0.004264907,"s17_2"
"Cardiobacterium_hominis",0.00180389,0.002108625,"s17_2"
"Cardiobacterium_valvarum",0.000143961,0.000144898,"s17_2"
"Catonella_morbi",0.0003149,0.00060367,"s17_2"
"Centipeda_infelix",4.18e-05,8.06609e-05,"s17_2"
"Centipeda_noxia",0.000136276,0.000131766,"s17_2"
"Corynebacterium_durum",0.001390564,0.001429354,"s17_2"
"Corynebacterium_matruchotii",0.000754124,0.000672101,"s17_2"
"Cutibacterium_acnes",0.000873671,0.000982503,"s17_2"
"Desulfobulbus_oralis",0.001077461,0.001062155,"s17_2"
"Dialister_invisus",0.001115603,0.000928787,"s17_2"
"Eikenella_corrodens",0.001317255,0.001279335,"s17_2"
"Eikenella_halliae",0.000497926,0.000596118,"s17_2"
"Eubacterium_A_nodatum",0.004190349,0.005125845,"s17_2"
"Eubacterium_B_infirmum",0.000346033,0.000421534,"s17_2"
